day_index,spot_id,spot_name,region_cluster,time_slot,baseline_load,baseline_capacity,baseline_utilization,recommended_booking_ratio,release_batch_plan,operation_action,policy_note
11,P034,罗布人村寨,巴州-南疆北线,morning,373.85,2394.0,0.1562,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P034,罗布人村寨,巴州-南疆北线,afternoon,194.402,2565.0,0.0758,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P034,罗布人村寨,巴州-南疆北线,evening,54.8313,741.0,0.074,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P008,赛里木湖,伊犁,morning,497.3,8778.0,0.0567,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P017,果子沟大桥,伊犁,morning,351.45,8778.0,0.04,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P014,霍城薰衣草花田,伊犁,morning,160.5,4788.0,0.0335,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P008,赛里木湖,伊犁,afternoon,258.596,9405.0,0.0275,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P008,赛里木湖,伊犁,evening,72.9373,2717.0,0.0268,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P018,喀纳斯湖,北疆,morning,259.5,10773.0,0.0241,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P024,喀什古城,南疆,morning,1041.35,47880.0,0.0217,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P029,天山神秘大峡谷,巴州-南疆北线,morning,100.0,4788.0,0.0209,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P017,果子沟大桥,伊犁,afternoon,182.754,9405.0,0.0194,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P017,果子沟大桥,伊犁,evening,51.546,2717.0,0.019,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P014,霍城薰衣草花田,伊犁,afternoon,83.46,5130.0,0.0163,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P014,霍城薰衣草花田,伊犁,evening,23.54,1482.0,0.0159,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P018,喀纳斯湖,北疆,afternoon,134.94,11542.5,0.0117,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P018,喀纳斯湖,北疆,evening,38.06,3334.5,0.0114,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P024,喀什古城,南疆,afternoon,541.502,51300.0,0.0106,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P024,喀什古城,南疆,evening,152.7313,14820.0,0.0103,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P029,天山神秘大峡谷,巴州-南疆北线,afternoon,52.0,5130.0,0.0101,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P029,天山神秘大峡谷,巴州-南疆北线,evening,14.6667,1482.0,0.0099,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
