from_spot_id,from_spot_name,to_spot_id,to_spot_name,from_hub,to_hub,shortest_time_hours,shortest_distance_km,path_hubs
P019,禾木村,P024,喀什古城,禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市
P019,禾木村,P025,艾提尕尔清真寺,禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市
P019,禾木村,P026,香妃园,禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市
P019,禾木村,P027,帕米尔高原白沙湖,禾木村,塔什库尔干县(帕米尔高原),30.0,2375.0,禾木村 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P019,禾木村,P028,石头城遗址,禾木村,塔什库尔干县(帕米尔高原),30.0,2375.0,禾木村 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P019,禾木村,P029,天山神秘大峡谷,禾木村,库车市,24.0,1980.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P019,禾木村,P030,库车王府,禾木村,库车市,24.0,1980.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P019,禾木村,P031,克孜尔石窟,禾木村,库车市,24.0,1980.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P019,禾木村,P032,博斯腾湖,禾木村,库尔勒市,13.5,1091.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市
P019,禾木村,P033,巴音布鲁克草原,禾木村,巴音布鲁克,20.0,1720.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P019,禾木村,P034,罗布人村寨,禾木村,库尔勒市,13.5,1091.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市
P019,禾木村,P035,江布拉克草原,禾木村,乌鲁木齐市,7.5,620.0,禾木村 -> 乌鲁木齐市
P019,禾木村,P036,北庭故城遗址,禾木村,乌鲁木齐市,7.5,620.0,禾木村 -> 乌鲁木齐市
P019,禾木村,P037,和田博物馆,禾木村,和田市,29.5,2381.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P019,禾木村,P038,尼雅遗址,禾木村,民丰县(尼雅遗址),31.0,2491.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址)
P019,禾木村,P039,千里葡萄长廊,禾木村,和田市,29.5,2381.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P019,禾木村,P040,奥依塔克冰川,禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市
P020,白哈巴村,P001,天山天池,白哈巴,天池风景区,10.0,775.0,白哈巴 -> 乌鲁木齐市 -> 天池风景区
P020,白哈巴村,P002,达坂城古镇,白哈巴,达坂城镇,10.0,780.0,白哈巴 -> 乌鲁木齐市 -> 达坂城镇
P020,白哈巴村,P003,火焰山,白哈巴,吐鲁番市,11.0,860.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市
P020,白哈巴村,P004,葡萄沟,白哈巴,吐鲁番市,11.0,860.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市
P020,白哈巴村,P005,坎儿井民俗园,白哈巴,吐鲁番市,11.0,860.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市
P020,白哈巴村,P006,交河故城,白哈巴,吐鲁番市,11.0,860.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市
P020,白哈巴村,P007,楼兰古城,白哈巴,若羌县(楼兰),20.5,1621.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰)
P020,白哈巴村,P008,赛里木湖,白哈巴,赛里木湖,17.5,1520.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P020,白哈巴村,P009,那拉提草原,白哈巴,那拉提镇,18.5,1620.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P020,白哈巴村,P010,喀拉峻大草原,白哈巴,特克斯县(八卦城),17.5,1485.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P020,白哈巴村,P011,高昌故城,白哈巴,吐鲁番市,11.0,860.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市
P020,白哈巴村,P012,苏公塔,白哈巴,吐鲁番市,11.0,860.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市
P020,白哈巴村,P013,吐峪沟麻扎村,白哈巴,吐鲁番市,11.0,860.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市
P020,白哈巴村,P014,霍城薰衣草花田,白哈巴,霍城县(惠远古城),16.5,1415.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P020,白哈巴村,P015,昭苏草原,白哈巴,昭苏县(夏塔古道),19.0,1550.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P020,白哈巴村,P016,夏塔古道,白哈巴,昭苏县(夏塔古道),19.0,1550.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P020,白哈巴村,P017,果子沟大桥,白哈巴,赛里木湖,17.5,1520.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P020,白哈巴村,P018,喀纳斯湖,白哈巴,禾木村,16.0,1300.0,白哈巴 -> 乌鲁木齐市 -> 禾木村
P020,白哈巴村,P019,禾木村,白哈巴,禾木村,16.0,1300.0,白哈巴 -> 乌鲁木齐市 -> 禾木村
P020,白哈巴村,P020,白哈巴村,白哈巴,白哈巴,0.0,0.0,白哈巴
P020,白哈巴村,P021,可可托海,白哈巴,可可托海,15.0,1210.0,白哈巴 -> 乌鲁木齐市 -> 可可托海
P020,白哈巴村,P022,五彩滩,白哈巴,禾木村,16.0,1300.0,白哈巴 -> 乌鲁木齐市 -> 禾木村
P020,白哈巴村,P023,世界魔鬼城,白哈巴,阿勒泰市,14.5,1180.0,白哈巴 -> 乌鲁木齐市 -> 阿勒泰市
P020,白哈巴村,P024,喀什古城,白哈巴,喀什市,26.5,2145.0,白哈巴 -> 乌鲁木齐市 -> 喀什市
P020,白哈巴村,P025,艾提尕尔清真寺,白哈巴,喀什市,26.5,2145.0,白哈巴 -> 乌鲁木齐市 -> 喀什市
P020,白哈巴村,P026,香妃园,白哈巴,喀什市,26.5,2145.0,白哈巴 -> 乌鲁木齐市 -> 喀什市
P020,白哈巴村,P027,帕米尔高原白沙湖,白哈巴,塔什库尔干县(帕米尔高原),31.0,2435.0,白哈巴 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P020,白哈巴村,P028,石头城遗址,白哈巴,塔什库尔干县(帕米尔高原),31.0,2435.0,白哈巴 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P020,白哈巴村,P029,天山神秘大峡谷,白哈巴,库车市,25.0,2040.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P020,白哈巴村,P030,库车王府,白哈巴,库车市,25.0,2040.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P020,白哈巴村,P031,克孜尔石窟,白哈巴,库车市,25.0,2040.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P020,白哈巴村,P032,博斯腾湖,白哈巴,库尔勒市,14.5,1151.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市
P020,白哈巴村,P033,巴音布鲁克草原,白哈巴,巴音布鲁克,21.0,1780.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P020,白哈巴村,P034,罗布人村寨,白哈巴,库尔勒市,14.5,1151.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市
P020,白哈巴村,P035,江布拉克草原,白哈巴,乌鲁木齐市,8.5,680.0,白哈巴 -> 乌鲁木齐市
P020,白哈巴村,P036,北庭故城遗址,白哈巴,乌鲁木齐市,8.5,680.0,白哈巴 -> 乌鲁木齐市
P020,白哈巴村,P037,和田博物馆,白哈巴,和田市,30.5,2441.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P020,白哈巴村,P038,尼雅遗址,白哈巴,民丰县(尼雅遗址),32.0,2551.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址)
P020,白哈巴村,P039,千里葡萄长廊,白哈巴,和田市,30.5,2441.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P020,白哈巴村,P040,奥依塔克冰川,白哈巴,喀什市,26.5,2145.0,白哈巴 -> 乌鲁木齐市 -> 喀什市
P021,可可托海,P001,天山天池,可可托海,天池风景区,8.0,625.0,可可托海 -> 乌鲁木齐市 -> 天池风景区
P021,可可托海,P002,达坂城古镇,可可托海,达坂城镇,8.0,630.0,可可托海 -> 乌鲁木齐市 -> 达坂城镇
P021,可可托海,P003,火焰山,可可托海,吐鲁番市,9.0,710.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市
P021,可可托海,P004,葡萄沟,可可托海,吐鲁番市,9.0,710.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市
P021,可可托海,P005,坎儿井民俗园,可可托海,吐鲁番市,9.0,710.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市
P021,可可托海,P006,交河故城,可可托海,吐鲁番市,9.0,710.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市
P021,可可托海,P007,楼兰古城,可可托海,若羌县(楼兰),18.5,1471.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰)
P021,可可托海,P008,赛里木湖,可可托海,赛里木湖,15.5,1370.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P021,可可托海,P009,那拉提草原,可可托海,那拉提镇,16.5,1470.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P021,可可托海,P010,喀拉峻大草原,可可托海,特克斯县(八卦城),15.5,1335.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P021,可可托海,P011,高昌故城,可可托海,吐鲁番市,9.0,710.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市
P021,可可托海,P012,苏公塔,可可托海,吐鲁番市,9.0,710.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市
P021,可可托海,P013,吐峪沟麻扎村,可可托海,吐鲁番市,9.0,710.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市
P021,可可托海,P014,霍城薰衣草花田,可可托海,霍城县(惠远古城),14.5,1265.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P021,可可托海,P015,昭苏草原,可可托海,昭苏县(夏塔古道),17.0,1400.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P021,可可托海,P016,夏塔古道,可可托海,昭苏县(夏塔古道),17.0,1400.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P021,可可托海,P017,果子沟大桥,可可托海,赛里木湖,15.5,1370.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P021,可可托海,P018,喀纳斯湖,可可托海,禾木村,14.0,1150.0,可可托海 -> 乌鲁木齐市 -> 禾木村
P021,可可托海,P019,禾木村,可可托海,禾木村,14.0,1150.0,可可托海 -> 乌鲁木齐市 -> 禾木村
P021,可可托海,P020,白哈巴村,可可托海,白哈巴,15.0,1210.0,可可托海 -> 乌鲁木齐市 -> 白哈巴
P021,可可托海,P021,可可托海,可可托海,可可托海,0.0,0.0,可可托海
P021,可可托海,P022,五彩滩,可可托海,禾木村,14.0,1150.0,可可托海 -> 乌鲁木齐市 -> 禾木村
P021,可可托海,P023,世界魔鬼城,可可托海,阿勒泰市,12.5,1030.0,可可托海 -> 乌鲁木齐市 -> 阿勒泰市
P021,可可托海,P024,喀什古城,可可托海,喀什市,24.5,1995.0,可可托海 -> 乌鲁木齐市 -> 喀什市
P021,可可托海,P025,艾提尕尔清真寺,可可托海,喀什市,24.5,1995.0,可可托海 -> 乌鲁木齐市 -> 喀什市
P021,可可托海,P026,香妃园,可可托海,喀什市,24.5,1995.0,可可托海 -> 乌鲁木齐市 -> 喀什市
P021,可可托海,P027,帕米尔高原白沙湖,可可托海,塔什库尔干县(帕米尔高原),29.0,2285.0,可可托海 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P021,可可托海,P028,石头城遗址,可可托海,塔什库尔干县(帕米尔高原),29.0,2285.0,可可托海 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P021,可可托海,P029,天山神秘大峡谷,可可托海,库车市,23.0,1890.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P021,可可托海,P030,库车王府,可可托海,库车市,23.0,1890.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P021,可可托海,P031,克孜尔石窟,可可托海,库车市,23.0,1890.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P021,可可托海,P032,博斯腾湖,可可托海,库尔勒市,12.5,1001.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市
P021,可可托海,P033,巴音布鲁克草原,可可托海,巴音布鲁克,19.0,1630.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P021,可可托海,P034,罗布人村寨,可可托海,库尔勒市,12.5,1001.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市
P021,可可托海,P035,江布拉克草原,可可托海,乌鲁木齐市,6.5,530.0,可可托海 -> 乌鲁木齐市
P021,可可托海,P036,北庭故城遗址,可可托海,乌鲁木齐市,6.5,530.0,可可托海 -> 乌鲁木齐市
P021,可可托海,P037,和田博物馆,可可托海,和田市,28.5,2291.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P021,可可托海,P038,尼雅遗址,可可托海,民丰县(尼雅遗址),30.0,2401.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址)
P021,可可托海,P039,千里葡萄长廊,可可托海,和田市,28.5,2291.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P021,可可托海,P040,奥依塔克冰川,可可托海,喀什市,24.5,1995.0,可可托海 -> 乌鲁木齐市 -> 喀什市
P022,五彩滩,P001,天山天池,禾木村,天池风景区,9.0,715.0,禾木村 -> 乌鲁木齐市 -> 天池风景区
P022,五彩滩,P002,达坂城古镇,禾木村,达坂城镇,9.0,720.0,禾木村 -> 乌鲁木齐市 -> 达坂城镇
P022,五彩滩,P003,火焰山,禾木村,吐鲁番市,10.0,800.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市
P022,五彩滩,P004,葡萄沟,禾木村,吐鲁番市,10.0,800.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市
P022,五彩滩,P005,坎儿井民俗园,禾木村,吐鲁番市,10.0,800.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市
P022,五彩滩,P006,交河故城,禾木村,吐鲁番市,10.0,800.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市
P022,五彩滩,P007,楼兰古城,禾木村,若羌县(楼兰),19.5,1561.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰)
P022,五彩滩,P008,赛里木湖,禾木村,赛里木湖,16.5,1460.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P022,五彩滩,P009,那拉提草原,禾木村,那拉提镇,17.5,1560.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P022,五彩滩,P010,喀拉峻大草原,禾木村,特克斯县(八卦城),16.5,1425.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P022,五彩滩,P011,高昌故城,禾木村,吐鲁番市,10.0,800.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市
P022,五彩滩,P012,苏公塔,禾木村,吐鲁番市,10.0,800.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市
P022,五彩滩,P013,吐峪沟麻扎村,禾木村,吐鲁番市,10.0,800.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市
P022,五彩滩,P014,霍城薰衣草花田,禾木村,霍城县(惠远古城),15.5,1355.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P022,五彩滩,P015,昭苏草原,禾木村,昭苏县(夏塔古道),18.0,1490.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P022,五彩滩,P016,夏塔古道,禾木村,昭苏县(夏塔古道),18.0,1490.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P022,五彩滩,P017,果子沟大桥,禾木村,赛里木湖,16.5,1460.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P022,五彩滩,P018,喀纳斯湖,禾木村,禾木村,0.0,0.0,禾木村
P022,五彩滩,P019,禾木村,禾木村,禾木村,0.0,0.0,禾木村
P022,五彩滩,P020,白哈巴村,禾木村,白哈巴,16.0,1300.0,禾木村 -> 乌鲁木齐市 -> 白哈巴
P022,五彩滩,P021,可可托海,禾木村,可可托海,14.0,1150.0,禾木村 -> 乌鲁木齐市 -> 可可托海
P022,五彩滩,P022,五彩滩,禾木村,禾木村,0.0,0.0,禾木村
P022,五彩滩,P023,世界魔鬼城,禾木村,阿勒泰市,13.5,1120.0,禾木村 -> 乌鲁木齐市 -> 阿勒泰市
P022,五彩滩,P024,喀什古城,禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市
P022,五彩滩,P025,艾提尕尔清真寺,禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市
P022,五彩滩,P026,香妃园,禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市
P022,五彩滩,P027,帕米尔高原白沙湖,禾木村,塔什库尔干县(帕米尔高原),30.0,2375.0,禾木村 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P022,五彩滩,P028,石头城遗址,禾木村,塔什库尔干县(帕米尔高原),30.0,2375.0,禾木村 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P022,五彩滩,P029,天山神秘大峡谷,禾木村,库车市,24.0,1980.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P022,五彩滩,P030,库车王府,禾木村,库车市,24.0,1980.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P022,五彩滩,P031,克孜尔石窟,禾木村,库车市,24.0,1980.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P022,五彩滩,P032,博斯腾湖,禾木村,库尔勒市,13.5,1091.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市
P022,五彩滩,P033,巴音布鲁克草原,禾木村,巴音布鲁克,20.0,1720.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P022,五彩滩,P034,罗布人村寨,禾木村,库尔勒市,13.5,1091.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市
P022,五彩滩,P035,江布拉克草原,禾木村,乌鲁木齐市,7.5,620.0,禾木村 -> 乌鲁木齐市
P022,五彩滩,P036,北庭故城遗址,禾木村,乌鲁木齐市,7.5,620.0,禾木村 -> 乌鲁木齐市
P022,五彩滩,P037,和田博物馆,禾木村,和田市,29.5,2381.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P022,五彩滩,P038,尼雅遗址,禾木村,民丰县(尼雅遗址),31.0,2491.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址)
P022,五彩滩,P039,千里葡萄长廊,禾木村,和田市,29.5,2381.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P022,五彩滩,P040,奥依塔克冰川,禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市
P023,世界魔鬼城,P001,天山天池,阿勒泰市,天池风景区,7.5,595.0,阿勒泰市 -> 乌鲁木齐市 -> 天池风景区
P023,世界魔鬼城,P002,达坂城古镇,阿勒泰市,达坂城镇,7.5,600.0,阿勒泰市 -> 乌鲁木齐市 -> 达坂城镇
P023,世界魔鬼城,P003,火焰山,阿勒泰市,吐鲁番市,8.5,680.0,阿勒泰市 -> 乌鲁木齐市 -> 吐鲁番市
P023,世界魔鬼城,P004,葡萄沟,阿勒泰市,吐鲁番市,8.5,680.0,阿勒泰市 -> 乌鲁木齐市 -> 吐鲁番市
P023,世界魔鬼城,P005,坎儿井民俗园,阿勒泰市,吐鲁番市,8.5,680.0,阿勒泰市 -> 乌鲁木齐市 -> 吐鲁番市
P023,世界魔鬼城,P006,交河故城,阿勒泰市,吐鲁番市,8.5,680.0,阿勒泰市 -> 乌鲁木齐市 -> 吐鲁番市
P023,世界魔鬼城,P007,楼兰古城,阿勒泰市,若羌县(楼兰),18.0,1441.0,阿勒泰市 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰)
P023,世界魔鬼城,P008,赛里木湖,阿勒泰市,赛里木湖,15.0,1340.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P023,世界魔鬼城,P009,那拉提草原,阿勒泰市,那拉提镇,16.0,1440.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P023,世界魔鬼城,P010,喀拉峻大草原,阿勒泰市,特克斯县(八卦城),15.0,1305.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P023,世界魔鬼城,P011,高昌故城,阿勒泰市,吐鲁番市,8.5,680.0,阿勒泰市 -> 乌鲁木齐市 -> 吐鲁番市
P023,世界魔鬼城,P012,苏公塔,阿勒泰市,吐鲁番市,8.5,680.0,阿勒泰市 -> 乌鲁木齐市 -> 吐鲁番市
P023,世界魔鬼城,P013,吐峪沟麻扎村,阿勒泰市,吐鲁番市,8.5,680.0,阿勒泰市 -> 乌鲁木齐市 -> 吐鲁番市
P023,世界魔鬼城,P014,霍城薰衣草花田,阿勒泰市,霍城县(惠远古城),14.0,1235.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P023,世界魔鬼城,P015,昭苏草原,阿勒泰市,昭苏县(夏塔古道),16.5,1370.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P023,世界魔鬼城,P016,夏塔古道,阿勒泰市,昭苏县(夏塔古道),16.5,1370.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P023,世界魔鬼城,P017,果子沟大桥,阿勒泰市,赛里木湖,15.0,1340.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P023,世界魔鬼城,P018,喀纳斯湖,阿勒泰市,禾木村,13.5,1120.0,阿勒泰市 -> 乌鲁木齐市 -> 禾木村
P023,世界魔鬼城,P019,禾木村,阿勒泰市,禾木村,13.5,1120.0,阿勒泰市 -> 乌鲁木齐市 -> 禾木村
P023,世界魔鬼城,P020,白哈巴村,阿勒泰市,白哈巴,14.5,1180.0,阿勒泰市 -> 乌鲁木齐市 -> 白哈巴
P023,世界魔鬼城,P021,可可托海,阿勒泰市,可可托海,12.5,1030.0,阿勒泰市 -> 乌鲁木齐市 -> 可可托海
P023,世界魔鬼城,P022,五彩滩,阿勒泰市,禾木村,13.5,1120.0,阿勒泰市 -> 乌鲁木齐市 -> 禾木村
P023,世界魔鬼城,P023,世界魔鬼城,阿勒泰市,阿勒泰市,0.0,0.0,阿勒泰市
P023,世界魔鬼城,P024,喀什古城,阿勒泰市,喀什市,24.0,1965.0,阿勒泰市 -> 乌鲁木齐市 -> 喀什市
P023,世界魔鬼城,P025,艾提尕尔清真寺,阿勒泰市,喀什市,24.0,1965.0,阿勒泰市 -> 乌鲁木齐市 -> 喀什市
P023,世界魔鬼城,P026,香妃园,阿勒泰市,喀什市,24.0,1965.0,阿勒泰市 -> 乌鲁木齐市 -> 喀什市
P023,世界魔鬼城,P027,帕米尔高原白沙湖,阿勒泰市,塔什库尔干县(帕米尔高原),28.5,2255.0,阿勒泰市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P023,世界魔鬼城,P028,石头城遗址,阿勒泰市,塔什库尔干县(帕米尔高原),28.5,2255.0,阿勒泰市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P023,世界魔鬼城,P029,天山神秘大峡谷,阿勒泰市,库车市,22.5,1860.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P023,世界魔鬼城,P030,库车王府,阿勒泰市,库车市,22.5,1860.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P023,世界魔鬼城,P031,克孜尔石窟,阿勒泰市,库车市,22.5,1860.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P023,世界魔鬼城,P032,博斯腾湖,阿勒泰市,库尔勒市,12.0,971.0,阿勒泰市 -> 乌鲁木齐市 -> 库尔勒市
P023,世界魔鬼城,P033,巴音布鲁克草原,阿勒泰市,巴音布鲁克,18.5,1600.0,阿勒泰市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P023,世界魔鬼城,P034,罗布人村寨,阿勒泰市,库尔勒市,12.0,971.0,阿勒泰市 -> 乌鲁木齐市 -> 库尔勒市
P023,世界魔鬼城,P035,江布拉克草原,阿勒泰市,乌鲁木齐市,6.0,500.0,阿勒泰市 -> 乌鲁木齐市
P023,世界魔鬼城,P036,北庭故城遗址,阿勒泰市,乌鲁木齐市,6.0,500.0,阿勒泰市 -> 乌鲁木齐市
P023,世界魔鬼城,P037,和田博物馆,阿勒泰市,和田市,28.0,2261.0,阿勒泰市 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
