from_hub_name,to_hub_name,shortest_time_hours,shortest_distance_km,path_hubs,path_edges
鄯善县(库木塔格沙漠),塔什库尔干县(帕米尔高原),26.2,2025.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E032 -> E002 -> E007 -> E045
鄯善县(库木塔格沙漠),莎车县,24.2,1925.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 莎车县,E032 -> E002 -> E007 -> E047
鄯善县(库木塔格沙漠),和田市,21.7,1750.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市,E032 -> E013 -> E015 -> E053
鄯善县(库木塔格沙漠),民丰县(尼雅遗址),23.2,1860.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址),E032 -> E013 -> E015 -> E053 -> E051
鄯善县(库木塔格沙漠),茫崖市,16.2,1280.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E032 -> E013 -> E015 -> E055
霍城县(惠远古城),乌鲁木齐市,8.0,735.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市,E034 -> E006
霍城县(惠远古城),吐鲁番市,10.5,915.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市,E034 -> E006 -> E001
霍城县(惠远古城),达坂城镇,9.5,835.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 达坂城镇,E034 -> E006 -> E003
霍城县(惠远古城),伊宁市(伊犁),1.0,45.0,霍城县(惠远古城) -> 伊宁市(伊犁),E034
霍城县(惠远古城),喀什市,19.5,1425.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市,E034 -> E017 -> E039 -> E041 -> E043
霍城县(惠远古城),阿勒泰市,14.0,1235.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市,E034 -> E006 -> E009
霍城县(惠远古城),库尔勒市,14.0,1206.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市,E034 -> E006 -> E011
霍城县(惠远古城),若羌县(楼兰),20.0,1676.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E034 -> E006 -> E011 -> E015
霍城县(惠远古城),那拉提镇,4.0,295.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 那拉提镇,E034 -> E017
霍城县(惠远古城),赛里木湖,3.0,195.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 赛里木湖,E034 -> E019
霍城县(惠远古城),天池风景区,9.5,830.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 天池风景区,E034 -> E006 -> E021
霍城县(惠远古城),可可托海,14.5,1265.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 可可托海,E034 -> E006 -> E023
霍城县(惠远古城),禾木村,15.5,1355.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村,E034 -> E006 -> E025
霍城县(惠远古城),白哈巴,16.5,1415.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 白哈巴,E034 -> E006 -> E027
霍城县(惠远古城),鄯善县(库木塔格沙漠),11.7,1005.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E034 -> E006 -> E001 -> E031
霍城县(惠远古城),霍城县(惠远古城),0.0,0.0,霍城县(惠远古城),
霍城县(惠远古城),特克斯县(八卦城),3.0,160.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 特克斯县(八卦城),E034 -> E035
霍城县(惠远古城),昭苏县(夏塔古道),4.5,225.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E034 -> E037
霍城县(惠远古城),巴音布鲁克,6.5,455.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E034 -> E017 -> E039
霍城县(惠远古城),库车市,10.5,715.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E034 -> E017 -> E039 -> E041
霍城县(惠远古城),塔什库尔干县(帕米尔高原),24.0,1715.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E034 -> E017 -> E039 -> E041 -> E043 -> E045
霍城县(惠远古城),莎车县,22.0,1615.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 莎车县,E034 -> E017 -> E039 -> E041 -> E043 -> E047
霍城县(惠远古城),和田市,26.0,1925.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市,E034 -> E017 -> E039 -> E041 -> E043 -> E050
霍城县(惠远古城),民丰县(尼雅遗址),27.5,2035.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E034 -> E017 -> E039 -> E041 -> E043 -> E050 -> E051
霍城县(惠远古城),茫崖市,24.5,2026.0,霍城县(惠远古城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E034 -> E006 -> E011 -> E015 -> E055
特克斯县(八卦城),乌鲁木齐市,9.0,805.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市,E036 -> E006
特克斯县(八卦城),吐鲁番市,11.5,985.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市,E036 -> E006 -> E001
特克斯县(八卦城),达坂城镇,10.5,905.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 达坂城镇,E036 -> E006 -> E003
特克斯县(八卦城),伊宁市(伊犁),2.0,115.0,特克斯县(八卦城) -> 伊宁市(伊犁),E036
特克斯县(八卦城),喀什市,20.5,1495.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市,E036 -> E017 -> E039 -> E041 -> E043
特克斯县(八卦城),阿勒泰市,15.0,1305.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市,E036 -> E006 -> E009
特克斯县(八卦城),库尔勒市,15.0,1276.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市,E036 -> E006 -> E011
特克斯县(八卦城),若羌县(楼兰),21.0,1746.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E036 -> E006 -> E011 -> E015
特克斯县(八卦城),那拉提镇,5.0,365.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇,E036 -> E017
特克斯县(八卦城),赛里木湖,4.0,265.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 赛里木湖,E036 -> E019
特克斯县(八卦城),天池风景区,10.5,900.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 天池风景区,E036 -> E006 -> E021
特克斯县(八卦城),可可托海,15.5,1335.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 可可托海,E036 -> E006 -> E023
特克斯县(八卦城),禾木村,16.5,1425.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村,E036 -> E006 -> E025
特克斯县(八卦城),白哈巴,17.5,1485.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 白哈巴,E036 -> E006 -> E027
特克斯县(八卦城),鄯善县(库木塔格沙漠),12.7,1075.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E036 -> E006 -> E001 -> E031
特克斯县(八卦城),霍城县(惠远古城),3.0,160.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 霍城县(惠远古城),E036 -> E033
特克斯县(八卦城),特克斯县(八卦城),0.0,0.0,特克斯县(八卦城),
特克斯县(八卦城),昭苏县(夏塔古道),5.5,295.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E036 -> E037
特克斯县(八卦城),巴音布鲁克,7.5,525.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E036 -> E017 -> E039
特克斯县(八卦城),库车市,11.5,785.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E036 -> E017 -> E039 -> E041
特克斯县(八卦城),塔什库尔干县(帕米尔高原),25.0,1785.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E036 -> E017 -> E039 -> E041 -> E043 -> E045
特克斯县(八卦城),莎车县,23.0,1685.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 莎车县,E036 -> E017 -> E039 -> E041 -> E043 -> E047
特克斯县(八卦城),和田市,27.0,1995.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市,E036 -> E017 -> E039 -> E041 -> E043 -> E050
特克斯县(八卦城),民丰县(尼雅遗址),28.5,2105.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E036 -> E017 -> E039 -> E041 -> E043 -> E050 -> E051
特克斯县(八卦城),茫崖市,25.5,2096.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E036 -> E006 -> E011 -> E015 -> E055
昭苏县(夏塔古道),乌鲁木齐市,10.5,870.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市,E038 -> E006
昭苏县(夏塔古道),吐鲁番市,13.0,1050.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市,E038 -> E006 -> E001
昭苏县(夏塔古道),达坂城镇,12.0,970.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 达坂城镇,E038 -> E006 -> E003
昭苏县(夏塔古道),伊宁市(伊犁),3.5,180.0,昭苏县(夏塔古道) -> 伊宁市(伊犁),E038
昭苏县(夏塔古道),喀什市,22.0,1560.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市,E038 -> E017 -> E039 -> E041 -> E043
昭苏县(夏塔古道),阿勒泰市,16.5,1370.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市,E038 -> E006 -> E009
昭苏县(夏塔古道),库尔勒市,16.5,1341.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市,E038 -> E006 -> E011
昭苏县(夏塔古道),若羌县(楼兰),22.5,1811.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E038 -> E006 -> E011 -> E015
昭苏县(夏塔古道),那拉提镇,6.5,430.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 那拉提镇,E038 -> E017
昭苏县(夏塔古道),赛里木湖,5.5,330.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 赛里木湖,E038 -> E019
昭苏县(夏塔古道),天池风景区,12.0,965.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 天池风景区,E038 -> E006 -> E021
昭苏县(夏塔古道),可可托海,17.0,1400.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 可可托海,E038 -> E006 -> E023
昭苏县(夏塔古道),禾木村,18.0,1490.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村,E038 -> E006 -> E025
昭苏县(夏塔古道),白哈巴,19.0,1550.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 白哈巴,E038 -> E006 -> E027
昭苏县(夏塔古道),鄯善县(库木塔格沙漠),14.2,1140.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E038 -> E006 -> E001 -> E031
昭苏县(夏塔古道),霍城县(惠远古城),4.5,225.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 霍城县(惠远古城),E038 -> E033
昭苏县(夏塔古道),特克斯县(八卦城),5.5,295.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 特克斯县(八卦城),E038 -> E035
昭苏县(夏塔古道),昭苏县(夏塔古道),0.0,0.0,昭苏县(夏塔古道),
昭苏县(夏塔古道),巴音布鲁克,9.0,590.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E038 -> E017 -> E039
昭苏县(夏塔古道),库车市,13.0,850.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E038 -> E017 -> E039 -> E041
昭苏县(夏塔古道),塔什库尔干县(帕米尔高原),26.5,1850.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E038 -> E017 -> E039 -> E041 -> E043 -> E045
昭苏县(夏塔古道),莎车县,24.5,1750.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 莎车县,E038 -> E017 -> E039 -> E041 -> E043 -> E047
昭苏县(夏塔古道),和田市,28.5,2060.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市,E038 -> E017 -> E039 -> E041 -> E043 -> E050
昭苏县(夏塔古道),民丰县(尼雅遗址),30.0,2170.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E038 -> E017 -> E039 -> E041 -> E043 -> E050 -> E051
昭苏县(夏塔古道),茫崖市,27.0,2161.0,昭苏县(夏塔古道) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E038 -> E006 -> E011 -> E015 -> E055
巴音布鲁克,乌鲁木齐市,12.5,1100.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市,E040 -> E018 -> E006
巴音布鲁克,吐鲁番市,15.0,1280.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市,E040 -> E018 -> E006 -> E001
巴音布鲁克,达坂城镇,14.0,1200.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 达坂城镇,E040 -> E018 -> E006 -> E003
巴音布鲁克,伊宁市(伊犁),5.5,410.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁),E040 -> E018
巴音布鲁克,喀什市,13.0,970.0,巴音布鲁克 -> 库车市 -> 喀什市,E041 -> E043
巴音布鲁克,阿勒泰市,18.5,1600.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市,E040 -> E018 -> E006 -> E009
巴音布鲁克,库尔勒市,18.5,1571.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市,E040 -> E018 -> E006 -> E011
巴音布鲁克,若羌县(楼兰),24.5,2041.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E040 -> E018 -> E006 -> E011 -> E015
巴音布鲁克,那拉提镇,2.5,160.0,巴音布鲁克 -> 那拉提镇,E040
巴音布鲁克,赛里木湖,7.5,560.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 赛里木湖,E040 -> E018 -> E019
巴音布鲁克,天池风景区,14.0,1195.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 天池风景区,E040 -> E018 -> E006 -> E021
巴音布鲁克,可可托海,19.0,1630.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 可可托海,E040 -> E018 -> E006 -> E023
巴音布鲁克,禾木村,20.0,1720.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村,E040 -> E018 -> E006 -> E025
巴音布鲁克,白哈巴,21.0,1780.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 白哈巴,E040 -> E018 -> E006 -> E027
巴音布鲁克,鄯善县(库木塔格沙漠),16.2,1370.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E040 -> E018 -> E006 -> E001 -> E031
巴音布鲁克,霍城县(惠远古城),6.5,455.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E040 -> E018 -> E033
巴音布鲁克,特克斯县(八卦城),7.5,525.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E040 -> E018 -> E035
巴音布鲁克,昭苏县(夏塔古道),9.0,590.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E040 -> E018 -> E037
巴音布鲁克,巴音布鲁克,0.0,0.0,巴音布鲁克,
巴音布鲁克,库车市,4.0,260.0,巴音布鲁克 -> 库车市,E041
巴音布鲁克,塔什库尔干县(帕米尔高原),17.5,1260.0,巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E041 -> E043 -> E045
巴音布鲁克,莎车县,15.5,1160.0,巴音布鲁克 -> 库车市 -> 喀什市 -> 莎车县,E041 -> E043 -> E047
巴音布鲁克,和田市,19.5,1470.0,巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市,E041 -> E043 -> E050
巴音布鲁克,民丰县(尼雅遗址),21.0,1580.0,巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E041 -> E043 -> E050 -> E051
巴音布鲁克,茫崖市,29.0,2391.0,巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E040 -> E018 -> E006 -> E011 -> E015 -> E055
库车市,乌鲁木齐市,16.5,1360.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市,E042 -> E040 -> E018 -> E006
库车市,吐鲁番市,19.0,1540.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市,E042 -> E040 -> E018 -> E006 -> E001
库车市,达坂城镇,18.0,1460.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 达坂城镇,E042 -> E040 -> E018 -> E006 -> E003
库车市,伊宁市(伊犁),9.5,670.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁),E042 -> E040 -> E018
库车市,喀什市,9.0,710.0,库车市 -> 喀什市,E043
库车市,阿勒泰市,22.5,1860.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市,E042 -> E040 -> E018 -> E006 -> E009
库车市,库尔勒市,22.5,1831.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市,E042 -> E040 -> E018 -> E006 -> E011
库车市,若羌县(楼兰),25.5,2030.0,库车市 -> 喀什市 -> 和田市 -> 若羌县(楼兰),E043 -> E050 -> E054
库车市,那拉提镇,6.5,420.0,库车市 -> 巴音布鲁克 -> 那拉提镇,E042 -> E040
库车市,赛里木湖,11.5,820.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 赛里木湖,E042 -> E040 -> E018 -> E019
库车市,天池风景区,18.0,1455.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 天池风景区,E042 -> E040 -> E018 -> E006 -> E021
库车市,可可托海,23.0,1890.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 可可托海,E042 -> E040 -> E018 -> E006 -> E023
库车市,禾木村,24.0,1980.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村,E042 -> E040 -> E018 -> E006 -> E025
库车市,白哈巴,25.0,2040.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 白哈巴,E042 -> E040 -> E018 -> E006 -> E027
库车市,鄯善县(库木塔格沙漠),20.2,1630.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E042 -> E040 -> E018 -> E006 -> E001 -> E031
库车市,霍城县(惠远古城),10.5,715.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E042 -> E040 -> E018 -> E033
库车市,特克斯县(八卦城),11.5,785.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E042 -> E040 -> E018 -> E035
库车市,昭苏县(夏塔古道),13.0,850.0,库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E042 -> E040 -> E018 -> E037
库车市,巴音布鲁克,4.0,260.0,库车市 -> 巴音布鲁克,E042
库车市,库车市,0.0,0.0,库车市,
库车市,塔什库尔干县(帕米尔高原),13.5,1000.0,库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E043 -> E045
库车市,莎车县,11.5,900.0,库车市 -> 喀什市 -> 莎车县,E043 -> E047
库车市,和田市,15.5,1210.0,库车市 -> 喀什市 -> 和田市,E043 -> E050
库车市,民丰县(尼雅遗址),17.0,1320.0,库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E043 -> E050 -> E051
库车市,茫崖市,30.0,2380.0,库车市 -> 喀什市 -> 和田市 -> 若羌县(楼兰) -> 茫崖市,E043 -> E050 -> E054 -> E055
塔什库尔干县(帕米尔高原),乌鲁木齐市,22.5,1755.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市,E046 -> E008
塔什库尔干县(帕米尔高原),吐鲁番市,25.0,1935.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市 -> 吐鲁番市,E046 -> E008 -> E001
塔什库尔干县(帕米尔高原),达坂城镇,24.0,1855.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市 -> 达坂城镇,E046 -> E008 -> E003
塔什库尔干县(帕米尔高原),伊宁市(伊犁),23.0,1670.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁),E046 -> E044 -> E042 -> E040 -> E018
塔什库尔干县(帕米尔高原),喀什市,4.5,290.0,塔什库尔干县(帕米尔高原) -> 喀什市,E046
塔什库尔干县(帕米尔高原),阿勒泰市,28.5,2255.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市 -> 阿勒泰市,E046 -> E008 -> E009
塔什库尔干县(帕米尔高原),库尔勒市,27.0,2080.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 和田市 -> 若羌县(楼兰) -> 库尔勒市,E046 -> E050 -> E054 -> E016
塔什库尔干县(帕米尔高原),若羌县(楼兰),21.0,1610.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 和田市 -> 若羌县(楼兰),E046 -> E050 -> E054
塔什库尔干县(帕米尔高原),那拉提镇,20.0,1420.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇,E046 -> E044 -> E042 -> E040
塔什库尔干县(帕米尔高原),赛里木湖,25.0,1820.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 赛里木湖,E046 -> E044 -> E042 -> E040 -> E018 -> E019
塔什库尔干县(帕米尔高原),天池风景区,24.0,1850.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市 -> 天池风景区,E046 -> E008 -> E021
塔什库尔干县(帕米尔高原),可可托海,29.0,2285.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市 -> 可可托海,E046 -> E008 -> E023
塔什库尔干县(帕米尔高原),禾木村,30.0,2375.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市 -> 禾木村,E046 -> E008 -> E025
塔什库尔干县(帕米尔高原),白哈巴,31.0,2435.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市 -> 白哈巴,E046 -> E008 -> E027
塔什库尔干县(帕米尔高原),鄯善县(库木塔格沙漠),26.2,2025.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E046 -> E008 -> E001 -> E031
塔什库尔干县(帕米尔高原),霍城县(惠远古城),24.0,1715.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E046 -> E044 -> E042 -> E040 -> E018 -> E033
塔什库尔干县(帕米尔高原),特克斯县(八卦城),25.0,1785.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E046 -> E044 -> E042 -> E040 -> E018 -> E035
塔什库尔干县(帕米尔高原),昭苏县(夏塔古道),26.5,1850.0,塔什库尔干县(帕米尔高原) -> 喀什市 -> 库车市 -> 巴音布鲁克 -> 那拉提镇 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E046 -> E044 -> E042 -> E040 -> E018 -> E037
