route_id,spots_count,total_cost_yuan_excluding_meals,transport_cost_yuan_for_two,ticket_cost_yuan_for_two,rough_hotel_cost_yuan,planned_trip_days,buffer_days,red_days,time_window_violations,operational_success_probability,strict_comfort_success_probability,topic_executable_feasible,operational_robust_feasible,strict_comfort_reference_feasible,route_sequence
Q1V3_Q30_279,30,13578.13,5267.33,3122.0,5188.8,30,2,3,1,0.808,0.0,False,False,False,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池 -> 赛里木湖 -> 霍城薰衣草花田 -> 果子沟大桥 -> 喀拉峻大草原 -> 夏塔古道 -> 昭苏草原 -> 那拉提草原 -> 博斯腾湖 -> 罗布人村寨 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 艾提尕尔清真寺 -> 喀什古城 -> 奥依塔克冰川 -> 帕米尔高原白沙湖 -> 石头城遗址 -> 香妃园 -> 和田博物馆
Q1V3_Q30_281,30,13611.18,5525.98,3122.0,4963.2,31,0,3,1,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 奥依塔克冰川 -> 帕米尔高原白沙湖 -> 石头城遗址
Q1V3_Q30_287,30,13643.84,3911.84,4092.0,5640.0,33,0,7,4,0.0,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 喀纳斯湖 -> 可可托海
Q1V3_Q30_288,30,13663.25,3931.25,4092.0,5640.0,32,0,5,4,0.0,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 可可托海 -> 喀纳斯湖 -> 五彩滩 -> 世界魔鬼城 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 和田博物馆 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_320,30,13663.48,4001.88,3796.0,5865.6,32,0,7,5,0.0,0.0,False,False,False,天山天池 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 喀什古城 -> 香妃园 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 果子沟大桥 -> 赛里木湖 -> 禾木村 -> 喀纳斯湖 -> 五彩滩 -> 江布拉克草原 -> 北庭故城遗址 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_307,30,14228.52,5733.72,3306.0,5188.8,32,0,4,3,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 苏公塔 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 达坂城古镇 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 夏塔古道 -> 昭苏草原 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 白哈巴村
Q1V3_Q28_270,28,11009.3,3319.7,2952.0,4737.6,30,0,2,1,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_234,28,11072.84,3383.24,2952.0,4737.6,30,1,5,2,0.71,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_225,28,11074.53,3384.93,2952.0,4737.6,30,2,5,2,0.882,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_272,28,11596.93,3677.73,2956.0,4963.2,31,0,3,1,0.0,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_255,28,11640.53,3639.33,3038.0,4963.2,30,1,5,3,0.664,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 和田博物馆 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_262,28,12078.7,3945.9,2944.0,5188.8,32,0,5,1,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_261,28,12106.2,3973.4,2944.0,5188.8,32,0,4,1,0.0,0.0,False,False,False,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩
Q1V3_Q28_271,28,12144.35,3999.55,2956.0,5188.8,30,1,4,0,0.648,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 奥依塔克冰川 -> 帕米尔高原白沙湖 -> 石头城遗址 -> 五彩滩
Q1V3_Q28_231,28,12254.21,3807.41,3258.0,5188.8,33,0,5,2,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_238,28,12278.27,3489.47,3600.0,5188.8,30,1,7,4,0.758,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 禾木村 -> 喀纳斯湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_226,28,12489.15,4112.75,2962.0,5414.4,30,0,4,1,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 博斯腾湖 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 五彩滩
Q1V3_Q28_250,28,12492.72,3849.92,3454.0,5188.8,31,0,4,3,0.0,0.0,False,False,False,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 克孜尔石窟 -> 喀拉峻大草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 喀纳斯湖
Q1V3_Q28_251,28,12516.92,3874.12,3454.0,5188.8,31,0,6,3,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 克孜尔石窟 -> 喀拉峻大草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 喀纳斯湖 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q28_230,28,12557.64,3885.24,3258.0,5414.4,33,0,4,2,0.0,0.0,False,False,False,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 可可托海 -> 五彩滩
Q1V3_Q28_223,28,12889.84,5200.24,2952.0,4737.6,30,2,3,2,0.904,0.0,False,False,False,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 北庭故城遗址 -> 天山天池 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆
Q1V3_Q28_222,28,13163.54,5248.34,2952.0,4963.2,30,4,3,1,0.896,0.0,False,False,False,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池 -> 赛里木湖 -> 霍城薰衣草花田 -> 果子沟大桥 -> 喀拉峻大草原 -> 夏塔古道 -> 昭苏草原 -> 那拉提草原 -> 博斯腾湖 -> 罗布人村寨 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 香妃园 -> 和田博物馆
Q1V3_Q28_224,28,13196.59,5506.99,2952.0,4737.6,30,0,3,1,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址
Q1V3_Q26_196,26,10324.62,3452.22,2586.0,4286.4,30,5,4,1,0.91,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 石头城遗址 -> 喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q26_195,26,11130.52,3806.92,2586.0,4737.6,30,4,2,0,0.882,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 世界魔鬼城
Q1V3_Q26_178,26,11286.33,3736.73,2812.0,4737.6,30,2,4,0,0.92,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 五彩滩
Q1V3_Q26_207,26,11358.35,3472.75,3148.0,4737.6,30,2,5,3,0.878,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 五彩滩 -> 白哈巴村 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q26_206,26,11525.64,3640.04,3148.0,4737.6,30,2,4,3,0.874,0.0,False,False,False,天山天池 -> 罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 北庭故城遗址 -> 五彩滩 -> 白哈巴村 -> 可可托海
Q1V3_Q26_170,26,11729.76,3980.56,2786.0,4963.2,30,2,4,0,0.886,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 五彩滩
Q1V3_Q26_175,26,12069.56,3938.76,2942.0,5188.8,30,1,3,2,0.648,0.0,False,False,False,天山天池 -> 世界魔鬼城 -> 禾木村 -> 可可托海 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 奥依塔克冰川 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q26_174,26,12395.37,4038.97,2942.0,5414.4,30,0,3,2,0.0,0.0,False,False,False,天山天池 -> 罗布人村寨 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 奥依塔克冰川 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 北庭故城遗址 -> 江布拉克草原 -> 世界魔鬼城 -> 禾木村 -> 可可托海
Q1V3_Q26_176,26,12526.89,5102.89,2912.0,4512.0,30,4,3,2,0.906,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 罗布人村寨 -> 和田博物馆 -> 喀什古城 -> 艾提尕尔清真寺 -> 奥依塔克冰川
Q1V3_Q24_165,24,9848.37,3203.57,2584.0,4060.8,30,8,6,1,0.776,0.0,False,False,False,天山天池 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 石头城遗址 -> 喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 那拉提草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q24_141,24,10663.32,3531.32,2620.0,4512.0,30,5,5,3,0.892,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 世界魔鬼城 -> 喀纳斯湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村
Q1V3_Q24_151,24,10666.86,3406.86,2748.0,4512.0,30,4,5,3,0.904,0.0,False,False,False,天山天池 -> 可可托海 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q24_140,24,10872.79,3740.79,2620.0,4512.0,30,4,3,3,0.922,0.0,False,False,False,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 世界魔鬼城 -> 喀纳斯湖
Q1V3_Q24_150,24,11215.44,3729.84,2748.0,4737.6,30,4,2,2,0.93,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 巴音布鲁克草原 -> 罗布人村寨 -> 博斯腾湖 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 可可托海
Q1V3_Q22_098,22,9089.09,2921.89,2332.0,3835.2,30,8,4,2,0.948,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q22_085,22,10362.17,3611.77,2464.0,4286.4,30,6,4,0,0.92,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 昭苏草原 -> 喀拉峻大草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 千里葡萄长廊 -> 香妃园 -> 艾提尕尔清真寺 -> 可可托海
Q1V3_Q22_097,22,11206.75,5039.55,2332.0,3835.2,30,9,1,2,0.934,0.364,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 霍城薰衣草花田 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 罗布人村寨 -> 和田博物馆 -> 香妃园
