route_id,target_coverage_q,generation_method,spots_count,spot_id_sequence,route_sequence,label_sequence,transport_mode_sequence,mode_mix,mode_hours_mix,public_transport_hours_share,region_count,region_list,theme_count,theme_list,preference_satisfaction_rate,loulan_substitute_spots,topic_preference_spots,cultural_spots,natural_spots,remote_or_high_altitude_spots,reservation_spots,capacity_simulated_spots,transport_cost_yuan_for_two,ticket_cost_yuan_for_two,rough_hotel_cost_yuan,total_cost_yuan_excluding_meals,total_travel_hours,total_service_hours,total_fatigue_score,total_risk_score,long_transfer_edges,estimated_active_days,estimated_buffer_days,coverage_value_v3,risk_proxy_score,cvar_proxy_loss,fast_master_score,hard_constraints_pass,model_note,active_or_transfer_days,planned_trip_days,buffer_days,red_days,yellow_days,green_days,long_transfer_days,late_hotel_days,max_day_active_hours,mean_day_active_hours,mean_comfort_score,p10_comfort_score,time_window_violations,late_after_hard_end_violations,schedule_soft_feasible,schedule_strict_feasible,schedule_feasible,scheduler_note
Q1V3_Q20_004,20,balanced,20,P001 -> P036 -> P034 -> P025 -> P031 -> P009 -> P015 -> P016 -> P010 -> P014 -> P017 -> P008 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 北庭故城遗址 -> 罗布人村寨 -> 艾提尕尔清真寺 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P036_01 | L_P036_P034_01 | L_P034_P025_01 | L_P025_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | charter_car | charter_car | charter_car | rental_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:5;rail:1;rental_car:3;scenic_shuttle:2;taxi_transfer:12,charter_car:40.61;rail:1.24;rental_car:10.53;scenic_shuttle:2.48;taxi_transfer:8.75,0.0183,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,5,丝路遗址、宗教文化、民族民俗、自然山水、西域古城,1.0,6,16,10,10,0,9,17,2676.88,2436.0,3609.6,8722.48,67.714,61.25,69.147,2.336,6,17,13,923.68,223.38,14519.7,578.4604,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,22,30,8,3,5,22,6,1,12.286,6.216,87.027,73.255,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q20_002,20,v2_ordered_seed_direct_label_choice,20,P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P013 -> P011 -> P036 -> P001 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P034 -> P031 -> P025,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 北庭故城遗址 -> 天山天池 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 艾提尕尔清真寺,L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P013_01 | L_P013_P011_01 | L_P011_P036_01 | L_P036_P001_01 | L_P001_P008_01 | L_P008_P017_01 | L_P017_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P025_01,taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | taxi_transfer | rental_car | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car,charter_car:4;rail:2;rental_car:4;scenic_shuttle:4;taxi_transfer:13,charter_car:28.27;rail:1.98;rental_car:12.95;scenic_shuttle:3.95;taxi_transfer:9.71,0.0303,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,5,丝路遗址、宗教文化、民族民俗、自然山水、西域古城,1.0,6,16,10,10,0,9,17,4613.96,2436.0,3609.6,10659.56,65.246,61.25,62.847,2.31,5,17,13,923.68,219.3,14254.5,576.8186,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,19,30,11,3,6,21,6,0,10.5,7.117,84.515,69.9,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q20_001,20,v2_ordered_seed_direct_label_choice,20,P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P036 -> P001 -> P008 -> P014 -> P017 -> P010 -> P016 -> P015 -> P009 -> P034 -> P031 -> P025,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 天山天池 -> 赛里木湖 -> 霍城薰衣草花田 -> 果子沟大桥 -> 喀拉峻大草原 -> 夏塔古道 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 艾提尕尔清真寺,L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01 | L_P013_P036_01 | L_P036_P001_01 | L_P001_P008_01 | L_P008_P014_01 | L_P014_P017_01 | L_P017_P010_01 | L_P010_P016_01 | L_P016_P015_01 | L_P015_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P025_01,taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car,charter_car:4;rail:2;rental_car:3;scenic_shuttle:4;taxi_transfer:14,charter_car:29.04;rail:1.98;rental_car:12.19;scenic_shuttle:3.95;taxi_transfer:10.77,0.0298,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,5,丝路遗址、宗教文化、民族民俗、自然山水、西域古城,1.0,6,16,10,10,0,9,17,4640.17,2436.0,3609.6,10685.77,66.309,61.25,63.828,2.324,5,17,13,923.68,220.42,14327.3,574.9054,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,19,30,11,3,5,22,6,0,11.036,7.175,83.926,69.304,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q20_003,20,balanced,20,P001 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P031 -> P034 -> P025,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 克孜尔石窟 -> 罗布人村寨 -> 艾提尕尔清真寺,L_P001_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P031_01 | L_P031_P034_01 | L_P034_P025_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car,charter_car:4;rail:2;rental_car:4;scenic_shuttle:4;taxi_transfer:13,charter_car:32.73;rail:1.98;rental_car:13.17;scenic_shuttle:3.95;taxi_transfer:9.48,0.0285,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,5,丝路遗址、宗教文化、民族民俗、自然山水、西域古城,1.0,6,16,10,10,0,9,17,4775.81,2436.0,3609.6,10821.41,69.331,61.25,69.851,2.293,5,17,13,923.68,217.94,14166.1,574.7698,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,22,30,8,2,8,20,6,1,12.286,6.439,86.56,70.6,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q20_020,20,comfort,20,P001 -> P036 -> P034 -> P025 -> P024 -> P031 -> P009 -> P015 -> P010 -> P014 -> P017 -> P008 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 北庭故城遗址 -> 罗布人村寨 -> 艾提尕尔清真寺 -> 喀什古城 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P036_01 | L_P036_P034_01 | L_P034_P025_01 | L_P025_P024_01 | L_P024_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | taxi_transfer | charter_car | charter_car | charter_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:5;rail:1;rental_car:2;scenic_shuttle:2;taxi_transfer:13,charter_car:40.63;rail:1.24;rental_car:7.61;scenic_shuttle:2.48;taxi_transfer:8.9,0.0191,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,7,15,11,10,0,9,17,2571.61,2276.0,3609.6,8457.21,64.968,59.75,65.948,2.273,6,17,13,910.21,218.34,14192.1,573.7964,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,21,30,9,3,4,23,6,1,12.286,6.288,87.286,72.71,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q20_019,20,comfort,20,P001 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P009 -> P034 -> P031 -> P025 -> P024,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 艾提尕尔清真寺 -> 喀什古城,L_P001_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P025_01 | L_P025_P024_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | taxi_transfer,charter_car:4;rail:2;rental_car:3;scenic_shuttle:4;taxi_transfer:14,charter_car:30.03;rail:1.98;rental_car:9.46;scenic_shuttle:3.95;taxi_transfer:9.63,0.0313,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,7,15,11,10,0,9,17,4531.78,2276.0,3384.0,10191.78,63.059,59.75,60.42,2.259,5,16,14,910.21,215.22,13989.3,571.6232,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,22,30,8,3,6,21,6,0,10.5,6.096,88.711,73.884,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q20_052,20,region,20,P001 -> P034 -> P025 -> P026 -> P024 -> P028 -> P031 -> P009 -> P015 -> P010 -> P014 -> P017 -> P008 -> P002 -> P006 -> P005 -> P012 -> P003 -> P011 -> P013,天山天池 -> 罗布人村寨 -> 艾提尕尔清真寺 -> 香妃园 -> 喀什古城 -> 石头城遗址 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P034_02 | L_P034_P025_01 | L_P025_P026_01 | L_P026_P024_01 | L_P024_P028_01 | L_P028_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P003_01 | L_P003_P011_01 | L_P011_P013_01,taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | taxi_transfer | taxi_transfer | rental_car | charter_car | charter_car | charter_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:5;rail:1;rental_car:3;scenic_shuttle:1;taxi_transfer:12,charter_car:44.76;rail:1.73;rental_car:12.83;scenic_shuttle:1.73;taxi_transfer:8.63,0.0235,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,7,14,12,10,1,10,17,2846.84,2260.0,3835.2,8942.04,73.794,60.25,78.176,2.411,6,18,12,928.134,230.78,15000.7,568.9807,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,21,30,9,4,5,21,6,2,12.286,6.775,83.385,65.954,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q20_051,20,region,20,P001 -> P002 -> P006 -> P005 -> P012 -> P013 -> P011 -> P003 -> P017 -> P008 -> P014 -> P010 -> P015 -> P009 -> P034 -> P031 -> P026 -> P024 -> P025 -> P028,天山天池 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址,L_P001_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P026_01 | L_P026_P024_01 | L_P024_P025_01 | L_P025_P028_01,rental_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | taxi_transfer | taxi_transfer | rental_car,charter_car:4;rail:1;rental_car:4;scenic_shuttle:2;taxi_transfer:12,charter_car:31.71;rail:1.27;rental_car:14.96;scenic_shuttle:2.54;taxi_transfer:8.45,0.0178,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,7,14,12,10,1,10,17,4824.25,2260.0,3609.6,10693.85,71.445,60.25,70.55,2.392,5,17,13,928.134,227.26,14771.9,568.0972,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,23,30,7,4,3,23,6,0,11.55,6.164,86.222,68.816,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q22_098,22,culture,22,P001 -> P035 -> P036 -> P034 -> P037 -> P026 -> P031 -> P030 -> P029 -> P033 -> P009 -> P015 -> P016 -> P014 -> P017 -> P002 -> P006 -> P005 -> P012 -> P003 -> P011 -> P013,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P035_01 | L_P035_P036_01 | L_P036_P034_01 | L_P034_P037_01 | L_P037_P026_01 | L_P026_P031_01 | L_P031_P030_01 | L_P030_P029_01 | L_P029_P033_01 | L_P033_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P014_01 | L_P014_P017_01 | L_P017_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P003_01 | L_P003_P011_01 | L_P011_P013_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | charter_car | rental_car | rental_car | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:4;rail:1;rental_car:6;scenic_shuttle:2;taxi_transfer:12,charter_car:33.37;rail:1.24;rental_car:21.86;scenic_shuttle:2.48;taxi_transfer:10.36,0.0169,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,8,13,12,11,0,9,20,2921.89,2332.0,3835.2,9089.09,73.415,64.25,76.02,2.605,5,18,12,1167.24,245.0,15925.0,790.8241,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,22,30,8,4,8,18,5,1,11.752,6.652,84.866,68.054,2,0,True,False,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q22_097,22,culture,22,P001 -> P035 -> P036 -> P013 -> P011 -> P003 -> P012 -> P006 -> P005 -> P002 -> P017 -> P014 -> P015 -> P016 -> P009 -> P033 -> P029 -> P031 -> P030 -> P034 -> P037 -> P026,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 霍城薰衣草花田 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 罗布人村寨 -> 和田博物馆 -> 香妃园,L_P001_P035_01 | L_P035_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P014_01 | L_P014_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P033_01 | L_P033_P029_01 | L_P029_P031_01 | L_P031_P030_01 | L_P030_P034_01 | L_P034_P037_01 | L_P037_P026_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | rental_car | rental_car | rental_car | charter_car | rental_car | rental_car | taxi_transfer | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | rental_car,charter_car:3;rail:2;rental_car:8;scenic_shuttle:4;taxi_transfer:12,charter_car:25.42;rail:1.74;rental_car:26.05;scenic_shuttle:3.47;taxi_transfer:9.64,0.0234,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,8,13,12,11,0,9,20,5039.55,2332.0,3835.2,11206.75,74.337,64.25,76.698,2.576,3,18,12,1167.24,238.68,15514.2,788.1351,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,21,30,9,1,11,18,4,0,11.752,7.207,83.812,74.476,2,0,True,False,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q22_086,22,culture,22,P001 -> P021 -> P036 -> P035 -> P039 -> P025 -> P026 -> P031 -> P030 -> P034 -> P010 -> P015 -> P014 -> P017 -> P008 -> P002 -> P006 -> P005 -> P012 -> P004 -> P011 -> P013,天山天池 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 千里葡萄长廊 -> 艾提尕尔清真寺 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 罗布人村寨 -> 喀拉峻大草原 -> 昭苏草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P021_01 | L_P021_P036_01 | L_P036_P035_01 | L_P035_P039_01 | L_P039_P025_01 | L_P025_P026_01 | L_P026_P031_01 | L_P031_P030_01 | L_P030_P034_01 | L_P034_P010_01 | L_P010_P015_01 | L_P015_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P011_01 | L_P011_P013_01,rental_car | rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>air>taxi_transfer>scenic_shuttle | rental_car | taxi_transfer | charter_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,air:1;charter_car:3;rail:1;rental_car:5;scenic_shuttle:4;taxi_transfer:15,air:1.71;charter_car:26.34;rail:1.03;rental_car:25.59;scenic_shuttle:5.48;taxi_transfer:13.31,0.0353,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,8,13,12,10,0,11,19,5094.56,2464.0,3835.2,11393.76,77.566,61.75,79.408,2.77,4,18,12,1173.732,258.3,16789.5,768.4983,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,22,30,8,4,4,22,4,2,12.072,6.696,85.701,64.542,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q22_066,22,culture,22,P001 -> P035 -> P036 -> P034 -> P037 -> P025 -> P030 -> P031 -> P009 -> P014 -> P017 -> P008 -> P022 -> P021 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 艾提尕尔清真寺 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P035_01 | L_P035_P036_01 | L_P036_P034_01 | L_P034_P037_01 | L_P037_P025_01 | L_P025_P030_01 | L_P030_P031_01 | L_P031_P009_01 | L_P009_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P022_01 | L_P022_P021_01 | L_P021_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | rental_car | charter_car | taxi_transfer | charter_car | rental_car | taxi_transfer | taxi_transfer | charter_car | rental_car | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:5;rail:1;rental_car:4;scenic_shuttle:2;taxi_transfer:13,charter_car:41.04;rail:1.24;rental_car:17.02;scenic_shuttle:2.48;taxi_transfer:9.98,0.0163,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,8,13,12,11,0,10,19,3314.2,2504.0,3835.2,9653.4,75.871,61.75,78.198,2.871,6,18,12,1172.245,268.98,17483.7,762.7579,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,25,30,5,2,5,23,6,0,11.752,5.873,89.222,78.606,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
