sample_id,scenario_id,scenario_description,road_time_factor,rail_time_factor,air_time_factor,coach_time_factor,local_time_factor,road_cost_factor,rail_cost_factor,air_cost_factor,coach_cost_factor,service_time_factor,reservation_pressure,hotel_full_probability,road_closure_probability,public_transport_disruption_probability,heatwave_flag,heat_penalty_hours,general_cost_multiplier,risk_add_road,risk_add_public
245,base_summer,暑假普通日，使用基础时间。,0.9682,0.9739,1.0096,1.0789,1.0184,0.9757,0.973,1.019,1.0014,1.0033,0.083,0.0545,0.015,0.015,False,0.216,1.0264,0.0,0.0
246,base_summer,暑假普通日，使用基础时间。,1.0115,0.9893,1.0213,0.9961,0.985,0.9831,1.0639,1.012,0.9774,0.9789,0.01,0.1043,0.015,0.015,False,0.132,1.0508,0.0,0.0
247,base_summer,暑假普通日，使用基础时间。,0.9446,0.9852,0.9619,1.0445,1.0293,0.9614,0.9725,1.0463,1.0011,1.0508,0.0465,0.0481,0.015,0.015,False,0.063,1.0325,0.0,0.0
248,base_summer,暑假普通日，使用基础时间。,0.9927,0.9325,1.1114,0.9771,1.0379,1.0288,0.9868,0.9808,0.9523,0.9652,0.0549,0.0407,0.015,0.015,False,0.138,1.0099,0.0,0.0
249,base_summer,暑假普通日，使用基础时间。,1.0042,1.0282,1.0317,1.0077,0.9868,0.9992,1.0014,1.0138,0.983,1.0489,0.0266,0.0588,0.015,0.015,False,0.269,0.9976,0.0,0.0
250,base_summer,暑假普通日，使用基础时间。,1.0529,0.9721,0.9986,1.0394,0.9628,0.9554,0.9753,0.9806,0.9871,1.0391,0.0556,0.0823,0.015,0.015,False,0.149,0.9795,0.0,0.0
251,base_summer,暑假普通日，使用基础时间。,0.9649,1.0536,0.9808,1.041,1.0189,0.952,1.0502,1.0213,1.0261,1.0788,0.0378,0.0725,0.015,0.015,False,0.219,1.0356,0.0,0.0
252,base_summer,暑假普通日，使用基础时间。,0.9371,1.0441,0.9981,0.9999,0.9671,1.0259,0.9604,0.9953,1.0356,1.0108,0.0619,0.0564,0.015,0.015,False,0.26,1.016,0.0,0.0
253,base_summer,暑假普通日，使用基础时间。,1.0391,1.0578,0.9928,1.0082,0.9673,1.0194,0.9963,1.0176,0.985,0.9758,0.0648,0.0184,0.015,0.015,False,0.008,1.0418,0.0,0.0
254,base_summer,暑假普通日，使用基础时间。,1.0449,0.9839,0.9964,0.9803,0.9215,1.0131,1.034,1.0192,1.0246,0.9683,0.021,0.063,0.015,0.015,False,0.006,1.0333,0.0,0.0
255,base_summer,暑假普通日，使用基础时间。,1.029,1.0008,1.041,0.9697,1.0311,0.9949,1.0707,1.0464,1.0149,1.0846,0.0479,0.057,0.015,0.015,False,0.104,1.0373,0.0,0.0
256,base_summer,暑假普通日，使用基础时间。,0.9904,0.9759,0.9768,1.0392,0.959,1.0366,0.9927,1.01,1.012,1.0177,0.0257,0.0435,0.015,0.015,False,0.336,1.0789,0.0,0.0
257,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.2257,0.9935,0.9781,0.9703,1.0288,1.0549,1.0999,1.2362,0.9162,0.9792,0.1471,0.0952,0.015,0.03,False,0.32,1.2888,0.03,0.04
258,base_summer,暑假普通日，使用基础时间。,0.931,1.0647,0.9626,0.9467,0.959,0.9939,0.9731,0.9834,1.0014,0.9292,0.0504,0.0262,0.015,0.015,True,1.274,1.024,0.0,0.0
259,base_summer,暑假普通日，使用基础时间。,1.0653,1.0566,0.9942,0.9964,0.9612,1.0283,1.0485,1.0002,0.9907,0.9746,0.0589,0.0341,0.015,0.015,False,0.183,1.0189,0.0,0.0
260,base_summer,暑假普通日，使用基础时间。,0.956,1.0169,0.9858,0.9711,1.0223,0.9712,0.9933,1.0007,1.0479,0.9677,0.0431,0.0251,0.015,0.015,False,0.345,1.0592,0.0,0.0
261,base_summer,暑假普通日，使用基础时间。,0.9981,0.9949,1.0154,1.0167,0.9637,0.9698,0.9713,0.9938,1.0046,1.0147,0.0395,0.0135,0.015,0.015,True,1.102,1.0333,0.0,0.0
262,base_summer,暑假普通日，使用基础时间。,0.9876,1.0161,1.0137,1.0074,0.939,1.0043,1.0125,0.9492,0.9438,1.0565,0.0964,0.0792,0.015,0.015,False,0.242,1.0288,0.0,0.0
263,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7914,1.0724,1.0388,1.0042,1.0586,0.9847,1.0177,0.9494,1.006,0.9833,0.0751,0.0955,0.08,0.025,False,0.274,1.0311,0.25,0.0
264,base_summer,暑假普通日，使用基础时间。,1.027,0.9478,1.0276,1.0233,1.0108,1.0309,1.0007,0.9607,1.0156,1.0027,0.0354,0.0731,0.015,0.015,False,0.236,1.0704,0.0,0.0
265,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1555,1.043,1.0992,0.9675,0.9851,1.0484,1.1358,1.2144,1.0143,1.0453,0.1164,0.1243,0.015,0.03,False,0.151,1.231,0.03,0.04
266,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1047,0.9664,1.0253,1.0138,0.9607,1.2892,1.049,0.9667,0.936,0.9874,0.1037,0.3029,0.015,0.015,False,0.099,1.2716,0.08,0.0
267,base_summer,暑假普通日，使用基础时间。,0.9842,0.9826,1.0389,1.021,0.9748,1.0218,1.046,0.9911,1.0445,1.0574,0.0604,0.034,0.015,0.015,False,0.327,1.0095,0.0,0.0
268,base_summer,暑假普通日，使用基础时间。,1.0298,1.0377,0.9876,1.0562,0.9867,1.0146,1.0653,1.0098,0.9629,0.89,0.0505,0.0417,0.015,0.015,False,0.252,1.0114,0.0,0.0
269,base_summer,暑假普通日，使用基础时间。,1.0348,1.0255,0.9942,0.9612,0.9686,0.9881,0.9734,1.0318,0.9409,0.9677,0.0121,0.062,0.015,0.015,False,0.265,0.9947,0.0,0.0
270,base_summer,暑假普通日，使用基础时间。,0.9115,1.0247,1.0319,0.9771,0.9626,0.9637,0.9949,0.9656,1.0058,1.0371,0.023,0.0257,0.015,0.015,False,0.259,1.0391,0.0,0.0
271,base_summer,暑假普通日，使用基础时间。,0.9975,1.0239,1.0182,0.9925,0.9527,1.0129,1.0321,0.9644,0.9544,0.9676,0.01,0.0671,0.015,0.015,True,1.647,1.0425,0.0,0.0
272,base_summer,暑假普通日，使用基础时间。,1.0302,1.0116,1.1063,1.0141,0.9713,1.0225,0.9797,1.0223,0.9745,0.9195,0.0668,0.01,0.015,0.015,True,0.77,1.0519,0.0,0.0
273,base_summer,暑假普通日，使用基础时间。,0.9935,0.9555,1.0218,0.979,1.004,1.0092,1.0286,1.0272,0.9898,0.9244,0.0474,0.052,0.015,0.015,False,0.348,1.0032,0.0,0.0
274,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.8969,1.0106,1.0232,0.9987,1.0001,0.9804,1.0154,0.9746,0.997,1.0251,0.098,0.0684,0.08,0.025,True,0.921,1.0174,0.25,0.0
275,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1922,1.0757,1.0099,0.9624,1.04,1.093,1.106,1.2548,0.9903,0.9972,0.1566,0.1047,0.015,0.03,False,0.248,1.1928,0.03,0.04
276,base_summer,暑假普通日，使用基础时间。,0.9819,0.9786,0.97,1.0677,1.0305,0.9732,0.9946,1.0288,1.0309,1.1004,0.0599,0.0282,0.015,0.015,False,0.019,1.0306,0.0,0.0
277,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1876,0.9533,1.0539,1.0549,0.9936,1.0481,1.0746,1.2691,1.0246,0.9689,0.1735,0.1212,0.015,0.03,False,0.339,1.2383,0.03,0.04
278,base_summer,暑假普通日，使用基础时间。,1.035,1.1077,1.0199,1.0475,1.0015,0.9566,0.9442,0.9828,0.9897,1.1228,0.0921,0.0559,0.015,0.015,False,0.093,1.0369,0.0,0.0
279,hotel_full_price_surge,住宿紧张导致费用上浮。,1.143,0.9811,1.0361,0.9593,0.9096,1.2687,1.0367,1.0062,0.9918,1.0583,0.1094,0.3386,0.015,0.015,False,0.163,1.3329,0.08,0.0
280,base_summer,暑假普通日，使用基础时间。,0.9081,1.0265,0.9909,1.0517,0.9967,1.0589,0.9801,0.9863,1.0186,0.9789,0.0684,0.0908,0.015,0.015,False,0.101,0.9979,0.0,0.0
281,base_summer,暑假普通日，使用基础时间。,0.9687,1.0277,1.021,0.9694,1.0021,1.021,1.038,1.0204,1.0382,1.0098,0.0862,0.0315,0.015,0.015,False,0.296,1.0068,0.0,0.0
282,base_summer,暑假普通日，使用基础时间。,0.979,1.0125,0.9473,0.9557,1.0329,1.0093,0.9822,0.9717,1.0459,0.9971,0.0373,0.0266,0.015,0.015,False,0.33,1.02,0.0,0.0
283,base_summer,暑假普通日，使用基础时间。,1.096,0.9967,1.0878,1.0022,1.037,0.9978,0.9887,0.9378,0.958,0.9965,0.0985,0.0477,0.015,0.015,False,0.087,1.0141,0.0,0.0
284,base_summer,暑假普通日，使用基础时间。,1.0366,1.0103,1.0114,0.9537,0.9631,0.9811,1.0146,1.0,0.9757,1.0158,0.0228,0.0776,0.015,0.015,True,0.888,1.0208,0.0,0.0
285,base_summer,暑假普通日，使用基础时间。,0.965,1.0032,0.9697,0.9576,1.0068,0.9597,1.0072,1.0302,0.9812,0.9834,0.041,0.0151,0.015,0.015,False,0.044,1.0216,0.0,0.0
286,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0715,1.007,0.9591,1.011,1.017,1.3454,0.9776,1.0266,1.0001,1.1037,0.1033,0.2723,0.015,0.015,False,0.12,1.2998,0.08,0.0
287,hotel_full_price_surge,住宿紧张导致费用上浮。,1.0674,0.9895,0.9955,0.8831,1.0096,1.3184,1.0045,0.9966,0.9608,0.9827,0.1157,0.2514,0.015,0.015,False,0.191,1.3553,0.08,0.0
288,base_summer,暑假普通日，使用基础时间。,0.9616,1.0106,0.976,0.9406,0.9315,1.0335,0.9741,0.9723,0.9771,0.9466,0.01,0.0188,0.015,0.015,False,0.229,1.0387,0.0,0.0
289,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1279,1.0207,1.1,0.9787,1.0247,1.0522,1.102,1.2538,1.0452,0.996,0.177,0.0797,0.015,0.03,False,0.289,1.2455,0.03,0.04
290,hotel_full_price_surge,住宿紧张导致费用上浮。,1.045,0.9727,0.9662,0.9864,0.9839,1.3128,0.9973,1.0195,0.9539,1.038,0.1158,0.2653,0.015,0.015,False,0.076,1.3187,0.08,0.0
291,base_summer,暑假普通日，使用基础时间。,1.0297,0.9982,0.9992,1.0159,0.9527,1.0135,0.9938,1.0236,0.989,1.0258,0.0413,0.0449,0.015,0.015,False,0.093,1.0205,0.0,0.0
292,base_summer,暑假普通日，使用基础时间。,0.9933,1.0364,0.9567,1.0234,0.9241,0.9756,1.0162,1.0275,0.9681,1.0435,0.0211,0.01,0.015,0.015,False,0.224,0.9806,0.0,0.0
293,base_summer,暑假普通日，使用基础时间。,1.0696,0.9515,1.0515,1.0305,0.9514,0.985,1.0207,0.9975,1.0517,1.0132,0.0735,0.0611,0.015,0.015,False,0.243,1.0101,0.0,0.0
294,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.099,0.9775,1.1153,1.0066,1.0333,1.0039,1.0746,1.3208,0.9576,0.9655,0.1251,0.1494,0.015,0.03,False,0.262,1.2266,0.03,0.04
295,base_summer,暑假普通日，使用基础时间。,0.9875,0.9815,1.072,1.1015,1.0675,0.9914,1.0097,0.987,1.0758,0.9774,0.0555,0.0784,0.015,0.015,False,0.07,1.0101,0.0,0.0
296,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7824,1.0178,0.964,0.9897,0.9765,1.0097,1.034,1.0273,0.9777,1.0298,0.0974,0.0725,0.08,0.025,False,0.268,1.0308,0.25,0.0
297,base_summer,暑假普通日，使用基础时间。,1.02,0.9915,0.9922,1.0514,1.0022,1.0422,1.0199,0.9714,1.0027,1.0331,0.0739,0.0159,0.015,0.015,False,0.122,1.0391,0.0,0.0
298,base_summer,暑假普通日，使用基础时间。,1.0065,0.9954,0.984,1.0211,0.9968,0.9805,1.0215,1.0446,0.9826,0.9512,0.0556,0.01,0.015,0.015,False,0.309,1.0135,0.0,0.0
299,base_summer,暑假普通日，使用基础时间。,0.9955,0.9842,0.9969,1.0041,1.0591,0.9962,1.036,1.0619,0.9981,1.0536,0.0667,0.0697,0.015,0.015,False,0.026,1.0251,0.0,0.0
300,base_summer,暑假普通日，使用基础时间。,1.0211,1.0065,1.0287,1.0633,1.0501,0.9617,1.0415,0.99,1.0022,1.1102,0.046,0.0645,0.015,0.015,False,0.258,1.0097,0.0,0.0
301,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1726,1.0578,0.9876,1.0493,1.0182,0.9716,1.1467,1.2287,0.9937,0.9727,0.1508,0.1179,0.015,0.03,False,0.11,1.2181,0.03,0.04
302,base_summer,暑假普通日，使用基础时间。,0.9635,0.9758,0.9773,0.9833,0.9597,1.0091,0.9907,0.9652,1.0464,1.0514,0.0838,0.0692,0.015,0.015,True,1.92,1.0396,0.0,0.0
303,base_summer,暑假普通日，使用基础时间。,0.9411,0.9914,1.001,0.9637,1.0534,1.0105,0.9861,1.0311,0.9712,0.9857,0.0582,0.0524,0.015,0.015,False,0.333,1.0189,0.0,0.0
304,base_summer,暑假普通日，使用基础时间。,1.0026,1.0223,0.9365,0.9565,1.0103,0.9868,0.9874,1.0251,1.0156,0.9974,0.0428,0.0543,0.015,0.015,False,0.237,1.0572,0.0,0.0
305,base_summer,暑假普通日，使用基础时间。,1.0368,1.0159,0.9843,0.9883,1.061,0.9965,1.0229,1.0112,0.9699,1.1436,0.0529,0.0424,0.015,0.015,False,0.061,1.0443,0.0,0.0
306,base_summer,暑假普通日，使用基础时间。,1.0142,1.0166,1.0219,1.0167,1.0514,1.0493,0.9546,0.9523,0.979,0.9594,0.0139,0.0207,0.015,0.015,False,0.138,1.0523,0.0,0.0
307,base_summer,暑假普通日，使用基础时间。,1.0076,1.0403,0.9737,1.0241,1.0751,1.0134,1.0344,1.0053,1.0107,1.051,0.049,0.1023,0.015,0.015,False,0.002,1.0444,0.0,0.0
308,base_summer,暑假普通日，使用基础时间。,1.0344,0.9713,1.0147,1.0058,0.9968,0.9924,0.9697,1.0588,1.0232,1.0995,0.01,0.0229,0.015,0.015,False,0.052,1.0133,0.0,0.0
309,base_summer,暑假普通日，使用基础时间。,1.0186,1.0385,0.9927,1.0432,0.9666,0.9604,0.9382,1.0005,0.9782,1.0179,0.0213,0.0397,0.015,0.015,False,0.039,1.0178,0.0,0.0
310,base_summer,暑假普通日，使用基础时间。,1.0734,1.0324,0.9893,1.0468,1.0295,0.9996,0.9975,0.9473,0.9602,0.9807,0.0427,0.046,0.015,0.015,False,0.043,1.0365,0.0,0.0
311,base_summer,暑假普通日，使用基础时间。,0.9921,1.0045,1.0064,0.9772,1.0727,1.0324,1.0324,0.9197,0.9669,1.0601,0.0552,0.0462,0.015,0.015,False,0.022,0.9929,0.0,0.0
312,base_summer,暑假普通日，使用基础时间。,0.9696,1.0247,1.0585,1.002,1.0189,0.9918,1.0397,0.9888,1.0089,1.0397,0.0354,0.0386,0.015,0.015,False,0.108,1.0083,0.0,0.0
313,base_summer,暑假普通日，使用基础时间。,1.0142,0.9595,0.9734,1.0984,1.039,0.9777,1.0068,1.0031,1.0039,1.0093,0.01,0.019,0.015,0.015,False,0.063,1.0634,0.0,0.0
314,base_summer,暑假普通日，使用基础时间。,0.9474,0.9866,1.0414,0.9853,0.9927,1.0006,1.0596,0.9578,1.0503,1.056,0.0578,0.0266,0.015,0.015,False,0.316,1.0287,0.0,0.0
315,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1082,1.0265,1.0496,0.9864,0.9643,1.0443,1.0824,1.2131,1.0296,1.0579,0.1681,0.1115,0.015,0.03,True,1.884,1.2525,0.03,0.04
316,base_summer,暑假普通日，使用基础时间。,1.0101,0.9917,1.0465,0.9905,0.9968,0.9797,0.9943,0.9952,0.9875,1.0245,0.0685,0.0698,0.015,0.015,False,0.216,1.011,0.0,0.0
317,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.9104,1.0269,1.0985,1.0189,1.0463,1.0517,1.0179,1.0064,0.9953,1.0008,0.0724,0.1468,0.08,0.025,False,0.285,1.0425,0.25,0.0
318,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.18,0.9898,1.0665,1.0311,0.9857,1.0318,1.1012,1.2872,1.0007,0.9616,0.1349,0.1301,0.015,0.03,False,0.039,1.2665,0.03,0.04
319,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1395,1.0083,1.0395,0.9383,1.0401,1.0394,1.0564,1.2822,0.9805,1.0438,0.2203,0.1148,0.015,0.03,False,0.059,1.2648,0.03,0.04
320,base_summer,暑假普通日，使用基础时间。,1.0305,0.9373,1.0968,1.0065,0.9432,0.997,1.0143,1.0053,1.0202,0.939,0.0316,0.0988,0.015,0.015,False,0.158,1.0453,0.0,0.0
321,base_summer,暑假普通日，使用基础时间。,0.9828,0.9488,1.0349,1.0014,1.0488,0.9702,1.0322,0.9694,0.9874,1.1782,0.0752,0.0393,0.015,0.015,False,0.139,1.0469,0.0,0.0
322,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1824,1.0816,1.0495,0.9716,0.9964,1.0092,1.1077,1.3137,1.0007,0.9757,0.1426,0.1605,0.015,0.03,False,0.054,1.221,0.03,0.04
323,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1116,1.0701,1.0176,1.0506,1.0636,1.0596,1.0635,1.1826,0.9985,0.9243,0.1427,0.1766,0.015,0.03,False,0.153,1.2922,0.03,0.04
324,base_summer,暑假普通日，使用基础时间。,1.0073,0.9494,0.9886,0.9508,0.9851,0.9899,1.0225,0.9927,1.0088,1.0763,0.0896,0.0451,0.015,0.015,False,0.114,1.0133,0.0,0.0
325,base_summer,暑假普通日，使用基础时间。,1.0165,1.0402,1.0175,1.0619,0.9282,1.0089,0.9819,0.9785,1.0148,0.9026,0.0536,0.0201,0.015,0.015,False,0.066,1.0654,0.0,0.0
326,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1179,1.0031,1.0453,0.9931,0.9212,1.2455,1.0083,0.9693,0.9562,1.0634,0.1199,0.247,0.015,0.015,False,0.142,1.2187,0.08,0.0
327,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1629,1.0671,1.0504,0.9422,0.9738,1.0207,1.1303,1.341,0.9715,1.0305,0.1849,0.1022,0.015,0.03,False,0.102,1.2037,0.03,0.04
328,base_summer,暑假普通日，使用基础时间。,0.995,1.0412,1.0342,1.027,0.9904,1.0756,0.9596,1.0158,0.9532,0.9946,0.0875,0.01,0.015,0.015,False,0.082,0.9943,0.0,0.0
329,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1316,1.0652,0.9785,1.0063,0.9776,1.2866,0.9852,1.0045,1.0605,0.9263,0.1312,0.2697,0.015,0.015,False,0.18,1.2438,0.08,0.0
330,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.0796,1.0578,0.9583,1.033,1.0659,1.0794,1.1291,1.202,0.9859,0.9621,0.1929,0.1331,0.015,0.03,True,0.623,1.2471,0.03,0.04
331,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.8215,1.06,0.9862,0.9767,0.9512,0.9945,1.0223,0.9694,0.9506,0.9185,0.0535,0.0637,0.08,0.025,True,1.504,1.0043,0.25,0.0
332,base_summer,暑假普通日，使用基础时间。,1.0526,0.9937,0.9958,0.9524,0.9654,0.9986,0.9738,1.0141,1.0165,1.0308,0.0643,0.0991,0.015,0.015,True,0.568,1.0271,0.0,0.0
333,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1141,1.0472,0.9515,0.9466,0.9801,1.3124,0.9683,0.9898,0.9959,0.9953,0.095,0.2889,0.015,0.015,False,0.137,1.2826,0.08,0.0
334,base_summer,暑假普通日，使用基础时间。,1.0192,0.9927,0.989,0.9806,1.0411,0.9858,0.9993,0.982,1.0227,0.987,0.0416,0.1027,0.015,0.015,False,0.263,1.0381,0.0,0.0
335,base_summer,暑假普通日，使用基础时间。,0.9621,1.0464,1.004,0.9576,1.0361,0.9225,0.9691,0.9292,1.0168,1.0152,0.0594,0.0931,0.015,0.015,False,0.063,1.0744,0.0,0.0
336,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7946,0.9989,0.9205,1.0166,1.0426,0.9626,0.9961,1.0125,1.0435,0.952,0.0401,0.091,0.08,0.025,False,0.255,1.0348,0.25,0.0
337,hotel_full_price_surge,住宿紧张导致费用上浮。,1.1547,0.9639,0.9541,1.0156,1.0583,1.2303,1.0476,1.0056,1.0294,1.0356,0.1085,0.3026,0.015,0.015,False,0.166,1.2724,0.08,0.0
338,base_summer,暑假普通日，使用基础时间。,0.9911,1.0191,1.0214,1.0564,0.9782,0.929,0.9334,1.0077,1.0124,1.0181,0.0291,0.0412,0.015,0.015,False,0.141,1.0025,0.0,0.0
339,base_summer,暑假普通日，使用基础时间。,1.0166,0.9879,1.0212,1.0145,1.0282,1.0548,0.9813,0.9596,0.9749,0.9488,0.01,0.061,0.015,0.015,False,0.029,1.0712,0.0,0.0
340,base_summer,暑假普通日，使用基础时间。,1.0367,0.9876,0.9891,0.9954,0.976,1.0302,0.9963,1.0119,1.0344,1.1519,0.01,0.0463,0.015,0.015,False,0.102,1.003,0.0,0.0
341,base_summer,暑假普通日，使用基础时间。,0.914,1.082,0.9931,0.9772,0.989,1.0374,1.0544,1.045,0.9857,0.9597,0.0333,0.0643,0.015,0.015,True,1.843,1.0558,0.0,0.0
342,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7734,1.012,0.9815,1.0172,0.987,0.9805,1.064,1.0642,0.973,0.9182,0.1033,0.1073,0.08,0.025,False,0.326,1.0465,0.25,0.0
343,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.0823,1.0557,1.0727,1.0303,0.9846,1.0168,1.07,1.243,1.0079,0.978,0.1411,0.1243,0.015,0.03,True,0.745,1.2645,0.03,0.04
344,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1602,0.9814,0.9837,1.0988,1.0202,1.0562,1.1087,1.3152,1.0007,0.9258,0.1628,0.1247,0.015,0.03,False,0.319,1.2489,0.03,0.04
345,base_summer,暑假普通日，使用基础时间。,1.007,0.9554,1.0059,1.0331,0.993,0.9312,0.9616,0.979,1.0601,0.9996,0.0498,0.0324,0.015,0.015,False,0.167,1.0053,0.0,0.0
346,duku_weather_disruption,独库/山区道路天气扰动，含临时封闭风险。,1.7106,0.9326,0.9454,1.0396,1.0009,1.0105,1.0493,0.9726,1.0096,1.0417,0.058,0.0646,0.08,0.025,False,0.341,0.9872,0.25,0.0
347,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1015,1.0152,1.0818,1.0438,0.9086,1.0579,1.1169,1.2298,1.0486,1.0001,0.1596,0.0748,0.015,0.03,False,0.338,1.2279,0.03,0.04
348,base_summer,暑假普通日，使用基础时间。,0.9999,0.917,1.0008,1.0338,1.0455,0.9973,0.9526,1.0268,1.0255,1.0063,0.0567,0.0782,0.015,0.015,False,0.045,1.0248,0.0,0.0
349,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.027,1.074,1.0598,1.0181,1.0083,1.0377,1.1271,1.3376,0.9997,1.0221,0.1496,0.1357,0.015,0.03,False,0.258,1.2368,0.03,0.04
350,base_summer,暑假普通日，使用基础时间。,0.9573,1.0444,1.1125,1.0383,1.0071,1.0045,1.0134,1.0189,1.0451,0.9759,0.0597,0.0375,0.015,0.015,False,0.236,1.0487,0.0,0.0
351,base_summer,暑假普通日，使用基础时间。,1.0028,1.0134,0.9668,1.0387,1.0508,0.9612,1.0451,1.0088,0.9906,1.0099,0.0938,0.0644,0.015,0.015,False,0.253,1.0593,0.0,0.0
352,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1373,1.0293,1.0458,0.9974,1.0039,1.0755,1.0508,1.1876,0.9996,1.0523,0.129,0.1303,0.015,0.03,True,1.919,1.2427,0.03,0.04
353,base_summer,暑假普通日，使用基础时间。,1.0571,1.0172,1.0265,0.955,0.9341,1.0019,1.0264,1.0103,1.024,1.0761,0.0846,0.01,0.015,0.015,False,0.103,1.0364,0.0,0.0
354,base_summer,暑假普通日，使用基础时间。,0.9735,0.9704,0.9404,1.0235,1.0678,1.0141,0.9319,0.991,1.0202,1.0358,0.0647,0.0128,0.015,0.015,True,0.758,0.9946,0.0,0.0
355,base_summer,暑假普通日，使用基础时间。,1.0176,0.9626,1.0245,0.997,0.9634,0.9486,0.9518,0.9729,0.9358,0.964,0.0446,0.0531,0.015,0.015,True,1.897,1.0061,0.0,0.0
356,base_summer,暑假普通日，使用基础时间。,0.9995,1.021,1.0135,1.0266,0.9889,1.0244,0.9804,1.0033,0.9854,1.0381,0.0692,0.0345,0.015,0.015,False,0.067,1.0205,0.0,0.0
357,base_summer,暑假普通日，使用基础时间。,1.0838,1.0368,0.9524,1.0163,1.0359,1.0126,0.9716,1.03,1.0385,0.9232,0.0924,0.0704,0.015,0.015,False,0.301,1.058,0.0,0.0
358,base_summer,暑假普通日，使用基础时间。,0.9916,0.9754,1.0434,0.998,1.0568,0.9682,1.0012,0.9588,1.0043,0.9386,0.0882,0.0728,0.015,0.015,False,0.196,1.0459,0.0,0.0
359,base_summer,暑假普通日，使用基础时间。,1.0411,0.9854,0.9897,0.9764,0.9729,1.0307,1.034,1.0173,1.0001,1.0652,0.1061,0.0487,0.015,0.015,False,0.249,1.0299,0.0,0.0
360,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1109,1.1042,1.0197,1.0008,0.9914,1.0624,1.1064,1.2275,1.0215,1.0904,0.1432,0.1337,0.015,0.03,True,1.685,1.2175,0.03,0.04
361,base_summer,暑假普通日，使用基础时间。,0.9763,0.9527,0.949,1.0526,0.963,0.9758,0.9844,0.9438,0.9701,1.0756,0.0854,0.0411,0.015,0.015,False,0.063,1.0572,0.0,0.0
362,base_summer,暑假普通日，使用基础时间。,1.0585,0.9128,0.9061,0.9582,0.9592,1.024,1.0193,0.9511,1.0025,1.0259,0.0345,0.0301,0.015,0.015,False,0.022,1.0374,0.0,0.0
363,base_summer,暑假普通日，使用基础时间。,1.0945,0.9855,1.0002,0.9869,1.0403,0.9381,1.0274,0.9953,0.9513,0.9814,0.0691,0.125,0.015,0.015,False,0.204,1.023,0.0,0.0
364,base_summer,暑假普通日，使用基础时间。,1.0122,1.018,0.9591,1.0037,1.0653,0.9693,0.9985,0.9578,1.0204,1.0579,0.0318,0.0854,0.015,0.015,False,0.201,1.0236,0.0,0.0
365,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1477,1.0086,1.0747,1.0171,1.0133,1.0017,1.0895,1.2491,0.9778,0.9763,0.1076,0.1015,0.015,0.03,False,0.087,1.2553,0.03,0.04
366,base_summer,暑假普通日，使用基础时间。,1.0614,0.9632,0.9483,0.9813,1.0341,1.0286,0.9918,0.9974,0.9938,0.9764,0.0592,0.0873,0.015,0.015,False,0.306,1.0505,0.0,0.0
367,summer_peak,7-8月高峰，路面和景区接驳轻度拥堵。,1.1131,1.0506,1.0092,0.9755,0.9859,1.0828,1.1177,1.228,0.9805,1.0346,0.1495,0.0763,0.015,0.03,True,0.635,1.2027,0.03,0.04
368,base_summer,暑假普通日，使用基础时间。,1.0206,0.9823,0.9971,0.9689,1.0124,1.0625,0.9948,1.01,1.0247,0.9657,0.0734,0.0255,0.015,0.015,False,0.028,0.9859,0.0,0.0
