label_id,from_id,to_id,raw_mode,normalized_mode,mode_combo,raw_cost_yuan_for_two,calibrated_cost_yuan_for_two,cost_delta,time_hours,cost_calibration_note,source,is_gateway_label
Q2L002521,P032,P037,air,air,scenic_shuttle -> transfer -> air -> air -> air -> transfer -> scenic_shuttle,2470.0,2470.0,0.0,11.0,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002524,P032,P038,charter_car,charter_car,amap_selfdrive,438.32,438.32,0.0,11.71,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002526,P032,P039,charter_car,charter_car,amap_selfdrive,576.13,576.13,0.0,13.342,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002525,P032,P039,air,air,scenic_shuttle -> transfer -> air -> air -> air -> transfer -> scenic_shuttle,2470.0,2470.0,0.0,11.0,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002528,P032,P040,charter_car,charter_car,amap_selfdrive,659.17,659.17,0.0,13.553,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002527,P032,P040,air,air,scenic_shuttle -> transfer -> air -> air -> transfer -> scenic_shuttle,1920.0,1920.0,0.0,9.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002530,P033,P001,charter_car,charter_car,amap_selfdrive,257.87,257.87,0.0,6.659,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002532,P033,P002,charter_car,charter_car,amap_selfdrive,254.94,254.94,0.0,6.595,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002534,P033,P003,charter_car,charter_car,amap_selfdrive,321.85,321.85,0.0,8.046,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002536,P033,P004,charter_car,charter_car,amap_selfdrive,309.75,309.75,0.0,7.714,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002538,P033,P005,charter_car,charter_car,amap_selfdrive,271.22,271.22,0.0,8.377,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002540,P033,P006,charter_car,charter_car,amap_selfdrive,273.86,273.86,0.0,8.468,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002542,P033,P007,charter_car,charter_car,amap_selfdrive,526.38,526.38,0.0,11.245,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002544,P033,P008,charter_car,charter_car,amap_selfdrive,265.18,265.18,0.0,6.552,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002546,P033,P009,rental_car,rental_car,amap_selfdrive,51.5,51.5,0.0,2.274,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002548,P033,P010,charter_car,charter_car,amap_selfdrive,199.11,199.11,0.0,6.126,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002550,P033,P011,charter_car,charter_car,amap_selfdrive,326.55,326.55,0.0,8.312,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002552,P033,P012,charter_car,charter_car,amap_selfdrive,273.26,273.26,0.0,8.471,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002554,P033,P013,charter_car,charter_car,amap_selfdrive,338.73,338.73,0.0,8.249,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002556,P033,P014,charter_car,rental_car,amap_selfdrive,224.23,224.23,0.0,5.536,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002558,P033,P015,charter_car,charter_car,amap_selfdrive,220.28,220.28,0.0,8.143,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002557,P033,P015,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> self_drive -> scenic_shuttle,324.5,324.5,0.0,12.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002560,P033,P016,charter_car,charter_car,amap_selfdrive,258.23,258.23,0.0,7.477,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002562,P033,P017,charter_car,charter_car,amap_selfdrive,242.56,242.56,0.0,6.015,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002564,P033,P018,charter_car,charter_car,amap_selfdrive,493.61,493.61,0.0,13.854,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002566,P033,P019,charter_car,charter_car,amap_selfdrive,491.08,491.08,0.0,13.527,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002568,P033,P020,charter_car,charter_car,amap_selfdrive,484.71,484.71,0.0,13.439,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002570,P033,P021,charter_car,charter_car,amap_selfdrive,508.99,508.99,0.0,11.614,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002572,P033,P022,charter_car,charter_car,amap_selfdrive,419.07,419.07,0.0,11.131,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002574,P033,P023,charter_car,charter_car,amap_selfdrive,289.28,289.28,0.0,8.467,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002576,P033,P024,charter_car,charter_car,amap_selfdrive,525.46,525.46,0.0,11.2,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002578,P033,P025,charter_car,charter_car,amap_selfdrive,525.43,525.43,0.0,11.178,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002580,P033,P026,charter_car,charter_car,amap_selfdrive,525.43,525.43,0.0,11.16,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002582,P033,P027,charter_car,charter_car,amap_selfdrive,631.26,631.26,0.0,14.116,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002584,P033,P028,charter_car,charter_car,amap_selfdrive,686.09,686.09,0.0,15.598,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002586,P033,P029,rental_car,rental_car,amap_selfdrive,106.05,106.05,0.0,3.377,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002588,P033,P030,rental_car,rental_car,amap_selfdrive,140.44,140.44,0.0,4.468,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002587,P033,P030,self_drive,rental_car,scenic_shuttle -> self_drive -> scenic_shuttle,143.0,143.0,0.0,4.45,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002589,P033,P031,self_drive,rental_car,scenic_shuttle -> self_drive -> scenic_shuttle,143.0,143.0,0.0,5.65,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002590,P033,P031,rental_car,rental_car,amap_selfdrive,150.31,150.31,0.0,4.648,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002592,P033,P032,charter_car,charter_car,amap_selfdrive,208.34,208.34,0.0,6.412,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002593,P033,P033,same_spot,same_spot,same_spot,0.0,0.0,0.0,0.0,raw_cost_kept,zero_self_loop,False
Q2L002595,P033,P034,charter_car,charter_car,amap_selfdrive,243.19,243.19,0.0,6.515,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002597,P033,P035,charter_car,charter_car,amap_selfdrive,347.54,347.54,0.0,8.411,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002599,P033,P036,charter_car,charter_car,amap_selfdrive,314.14,314.14,0.0,7.728,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002601,P033,P037,charter_car,charter_car,amap_selfdrive,499.43,499.43,0.0,12.619,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002603,P033,P038,charter_car,charter_car,amap_selfdrive,484.97,484.97,0.0,13.06,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002605,P033,P039,charter_car,charter_car,amap_selfdrive,499.32,499.32,0.0,12.617,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002607,P033,P040,charter_car,charter_car,amap_selfdrive,583.43,583.43,0.0,12.62,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002609,P034,P001,charter_car,rental_car,amap_selfdrive,261.85,261.85,0.0,5.643,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002611,P034,P002,charter_car,rental_car,amap_selfdrive,258.92,258.92,0.0,5.573,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002612,P034,P003,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,203.5,203.5,0.0,6.5,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002614,P034,P004,self_drive,rental_car,scenic_shuttle -> self_drive -> scenic_shuttle,203.5,203.5,0.0,5.8,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002616,P034,P005,self_drive,rental_car,scenic_shuttle -> self_drive -> scenic_shuttle,203.5,203.5,0.0,5.8,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002617,P034,P005,charter_car,charter_car,amap_selfdrive,245.66,245.66,0.0,6.321,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002618,P034,P006,self_drive,rental_car,scenic_shuttle -> self_drive -> scenic_shuttle,203.5,203.5,0.0,5.8,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002619,P034,P006,charter_car,charter_car,amap_selfdrive,248.3,248.3,0.0,6.404,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002620,P034,P007,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,258.5,258.5,0.0,12.5,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002621,P034,P007,charter_car,charter_car,amap_selfdrive,601.48,601.48,0.0,12.365,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002623,P034,P008,charter_car,charter_car,amap_selfdrive,510.35,510.35,0.0,10.318,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002622,P034,P008,air,charter_car,scenic_shuttle -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2302.5,2302.5,0.0,10.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002625,P034,P009,charter_car,charter_car,amap_selfdrive,276.5,276.5,0.0,8.12,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002627,P034,P010,charter_car,charter_car,amap_selfdrive,424.11,424.11,0.0,12.072,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002626,P034,P010,air,charter_car,scenic_shuttle -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2283.25,2283.25,0.0,11.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002628,P034,P011,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,203.5,203.5,0.0,6.5,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002630,P034,P012,self_drive,rental_car,scenic_shuttle -> self_drive -> scenic_shuttle,203.5,203.5,0.0,5.8,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002631,P034,P012,charter_car,charter_car,amap_selfdrive,247.7,247.7,0.0,6.426,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002632,P034,P013,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,203.5,203.5,0.0,6.5,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002635,P034,P014,charter_car,charter_car,amap_selfdrive,449.23,449.23,0.0,11.443,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002634,P034,P014,air,charter_car,scenic_shuttle -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2244.75,2244.75,0.0,9.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002637,P034,P015,charter_car,charter_car,amap_selfdrive,445.29,445.29,0.0,14.012,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002636,P034,P015,air,charter_car,scenic_shuttle -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2319.0,2319.0,0.0,14.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002639,P034,P016,charter_car,charter_car,amap_selfdrive,483.24,483.24,0.0,13.334,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002638,P034,P016,air,charter_car,scenic_shuttle -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2399.0,2399.0,0.0,12.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002641,P034,P017,charter_car,charter_car,amap_selfdrive,467.56,467.56,0.0,11.901,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002640,P034,P017,air,charter_car,scenic_shuttle -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2302.5,2302.5,0.0,10.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002643,P034,P018,charter_car,charter_car,amap_selfdrive,592.18,592.18,0.0,13.32,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002642,P034,P018,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1161.0,1161.0,0.0,12.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002645,P034,P019,charter_car,charter_car,amap_selfdrive,589.65,589.65,0.0,12.967,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002644,P034,P019,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1161.0,1161.0,0.0,12.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002647,P034,P020,charter_car,charter_car,amap_selfdrive,583.27,583.27,0.0,12.966,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002646,P034,P020,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1494.0,1494.0,0.0,13.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002649,P034,P021,charter_car,charter_car,amap_selfdrive,512.97,512.97,0.0,10.666,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002648,P034,P021,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1183.5,1183.5,0.0,11.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002651,P034,P022,charter_car,charter_car,amap_selfdrive,517.64,517.64,0.0,10.67,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002650,P034,P022,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1161.0,1161.0,0.0,12.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002653,P034,P023,charter_car,charter_car,amap_selfdrive,446.76,446.76,0.0,8.928,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002652,P034,P023,air,air,scenic_shuttle -> transfer -> air -> air -> transfer -> scenic_shuttle,1620.0,1620.0,0.0,9.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002655,P034,P024,charter_car,charter_car,amap_selfdrive,600.56,600.56,0.0,12.312,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002654,P034,P024,air,air,scenic_shuttle -> transfer -> air -> air -> transfer -> scenic_shuttle,1920.0,1920.0,0.0,8.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002657,P034,P025,charter_car,charter_car,amap_selfdrive,600.53,600.53,0.0,12.286,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002656,P034,P025,air,air,scenic_shuttle -> transfer -> air -> air -> transfer -> scenic_shuttle,1920.0,1920.0,0.0,8.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002659,P034,P026,charter_car,charter_car,amap_selfdrive,600.54,600.54,0.0,12.278,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002658,P034,P026,air,air,scenic_shuttle -> transfer -> air -> air -> transfer -> scenic_shuttle,1920.0,1920.0,0.0,8.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002661,P034,P027,charter_car,charter_car,amap_selfdrive,706.36,706.36,0.0,15.196,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002660,P034,P027,air,charter_car,scenic_shuttle -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2079.5,2079.5,0.0,15.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002663,P034,P028,charter_car,charter_car,amap_selfdrive,761.19,761.19,0.0,16.648,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002662,P034,P028,air,charter_car,scenic_shuttle -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2079.5,2079.5,0.0,13.2,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002665,P034,P029,charter_car,charter_car,amap_selfdrive,245.22,245.22,0.0,6.418,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002667,P034,P030,charter_car,rental_car,amap_selfdrive,214.57,214.57,0.0,5.437,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002666,P034,P030,air,air,scenic_shuttle -> transfer -> air -> air -> transfer -> scenic_shuttle,1720.0,1720.0,0.0,8.45,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002669,P034,P031,charter_car,charter_car,amap_selfdrive,244.49,244.49,0.0,6.391,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002670,P034,P032,scenic_shuttle,scenic_shuttle,scenic_shuttle -> scenic_shuttle,0.0,70.0,70.0,1.3,scenic_shuttle_cost_floor_applied:0.00->70.00,enhanced_od_matrix_with_amap,False
Q2L002673,P034,P033,charter_car,charter_car,amap_selfdrive,243.67,243.67,0.0,6.582,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002674,P034,P034,same_spot,same_spot,same_spot,0.0,0.0,0.0,0.0,raw_cost_kept,zero_self_loop,False
Q2L002676,P034,P035,charter_car,charter_car,amap_selfdrive,351.51,351.51,0.0,7.377,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002675,P034,P035,air,air,scenic_shuttle -> transfer -> air -> transfer -> scenic_shuttle,820.0,820.0,0.0,6.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002678,P034,P036,charter_car,charter_car,amap_selfdrive,318.12,318.12,0.0,6.685,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002677,P034,P036,air,air,scenic_shuttle -> transfer -> air -> transfer -> scenic_shuttle,820.0,820.0,0.0,5.55,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002680,P034,P037,charter_car,charter_car,amap_selfdrive,529.69,529.69,0.0,11.752,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002679,P034,P037,air,air,scenic_shuttle -> transfer -> air -> air -> air -> transfer -> scenic_shuttle,2470.0,2470.0,0.0,11.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002682,P034,P038,charter_car,charter_car,amap_selfdrive,399.88,399.88,0.0,9.882,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002684,P034,P039,charter_car,charter_car,amap_selfdrive,539.67,539.67,0.0,12.033,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002683,P034,P039,air,air,scenic_shuttle -> transfer -> air -> air -> air -> transfer -> scenic_shuttle,2470.0,2470.0,0.0,11.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002686,P034,P040,charter_car,charter_car,amap_selfdrive,658.53,658.53,0.0,13.753,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002685,P034,P040,air,air,scenic_shuttle -> transfer -> air -> air -> transfer -> scenic_shuttle,1920.0,1920.0,0.0,10.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002687,P035,P001,self_drive,rental_car,scenic_shuttle -> self_drive -> scenic_shuttle,52.25,52.25,0.0,3.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002688,P035,P001,rental_car,rental_car,amap_selfdrive,94.59,94.59,0.0,1.957,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002689,P035,P002,self_drive,rental_car,scenic_shuttle -> self_drive -> scenic_shuttle,55.0,55.0,0.0,4.0,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002690,P035,P002,rental_car,rental_car,amap_selfdrive,183.05,183.05,0.0,3.825,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L003175,P035,P003,rail,rail,local_transfer -> rail -> local_transfer,99.0,99.0,0.0,2.433,raw_cost_kept,rail_12306_model_options,False
Q2L003176,P035,P004,rail,rail,local_transfer -> rail -> local_transfer,99.0,99.0,0.0,2.433,raw_cost_kept,rail_12306_model_options,False
Q2L003177,P035,P005,rail,rail,local_transfer -> rail -> local_transfer,99.0,99.0,0.0,2.433,raw_cost_kept,rail_12306_model_options,False
Q2L003178,P035,P006,rail,rail,local_transfer -> rail -> local_transfer,99.0,99.0,0.0,2.433,raw_cost_kept,rail_12306_model_options,False
Q2L002700,P035,P007,charter_car,charter_car,amap_selfdrive,853.41,853.41,0.0,16.749,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002699,P035,P007,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1078.5,1078.5,0.0,17.25,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002702,P035,P008,charter_car,charter_car,amap_selfdrive,412.61,412.61,0.0,7.988,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002701,P035,P008,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1602.5,1602.5,0.0,7.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002704,P035,P009,charter_car,charter_car,amap_selfdrive,380.26,380.26,0.0,10.027,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002703,P035,P009,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1657.5,1657.5,0.0,12.25,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002706,P035,P010,charter_car,charter_car,amap_selfdrive,501.78,501.78,0.0,12.963,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002705,P035,P010,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1583.25,1583.25,0.0,9.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L003179,P035,P011,rail,rail,local_transfer -> rail -> local_transfer,99.0,99.0,0.0,2.433,raw_cost_kept,rail_12306_model_options,False
Q2L003180,P035,P012,rail,rail,local_transfer -> rail -> local_transfer,99.0,99.0,0.0,2.433,raw_cost_kept,rail_12306_model_options,False
Q2L003181,P035,P013,rail,rail,local_transfer -> rail -> local_transfer,99.0,99.0,0.0,2.433,raw_cost_kept,rail_12306_model_options,False
Q2L002714,P035,P014,charter_car,charter_car,amap_selfdrive,446.53,446.53,0.0,8.977,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002713,P035,P014,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1544.75,1544.75,0.0,7.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002716,P035,P015,charter_car,charter_car,amap_selfdrive,522.95,522.95,0.0,14.885,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002715,P035,P015,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1619.0,1619.0,0.0,12.25,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002718,P035,P016,charter_car,charter_car,amap_selfdrive,560.9,560.9,0.0,14.279,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002717,P035,P016,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1699.0,1699.0,0.0,10.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002720,P035,P017,charter_car,charter_car,amap_selfdrive,439.22,439.22,0.0,8.586,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002719,P035,P017,air,charter_car,scenic_shuttle -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1602.5,1602.5,0.0,7.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002721,P035,P018,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,341.0,341.0,0.0,9.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L003511,P035,P018,air,air,airport_transfer -> air -> airport_transfer,760.0,760.0,0.0,3.833,raw_cost_kept,air_public_schedule_seed,False
Q2L002723,P035,P019,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,341.0,341.0,0.0,9.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L003512,P035,P019,air,air,airport_transfer -> air -> airport_transfer,760.0,760.0,0.0,3.833,raw_cost_kept,air_public_schedule_seed,False
Q2L002726,P035,P020,charter_car,charter_car,amap_selfdrive,451.64,451.64,0.0,9.983,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L003513,P035,P020,air,air,airport_transfer -> air -> airport_transfer,760.0,760.0,0.0,3.833,raw_cost_kept,air_public_schedule_seed,False
Q2L002725,P035,P020,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,674.0,674.0,0.0,10.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L002728,P035,P021,charter_car,rental_car,amap_selfdrive,287.5,287.5,0.0,5.946,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002727,P035,P021,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,363.5,363.5,0.0,8.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L003514,P035,P021,air,air,airport_transfer -> air -> airport_transfer,760.0,760.0,0.0,3.833,raw_cost_kept,air_public_schedule_seed,False
Q2L002729,P035,P022,self_drive,charter_car,scenic_shuttle -> self_drive -> scenic_shuttle,341.0,341.0,0.0,9.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L003515,P035,P022,air,air,airport_transfer -> air -> airport_transfer,760.0,760.0,0.0,3.833,raw_cost_kept,air_public_schedule_seed,False
Q2L002730,P035,P022,charter_car,charter_car,amap_selfdrive,386.0,386.0,0.0,7.721,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L002732,P035,P023,charter_car,charter_car,amap_selfdrive,349.02,349.02,0.0,6.635,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L003516,P035,P023,air,air,airport_transfer -> air -> airport_transfer,760.0,760.0,0.0,3.833,raw_cost_kept,air_public_schedule_seed,False
Q2L002734,P035,P024,charter_car,charter_car,amap_selfdrive,852.48,852.48,0.0,16.702,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L003251,P035,P024,air,air,airport_transfer -> air -> airport_transfer,873.28,873.28,0.0,4.583,raw_cost_kept,air_public_schedule_seed,False
Q2L003275,P035,P024,air,air,airport_transfer -> air -> airport_transfer,2440.0,2440.0,0.0,4.5,raw_cost_kept,air_public_schedule_seed,False
Q2L002736,P035,P025,charter_car,charter_car,amap_selfdrive,852.45,852.45,0.0,16.674,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L003252,P035,P025,air,air,airport_transfer -> air -> airport_transfer,873.28,873.28,0.0,4.583,raw_cost_kept,air_public_schedule_seed,False
Q2L003276,P035,P025,air,air,airport_transfer -> air -> airport_transfer,2440.0,2440.0,0.0,4.5,raw_cost_kept,air_public_schedule_seed,False
Q2L002738,P035,P026,charter_car,charter_car,amap_selfdrive,852.46,852.46,0.0,16.669,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L003253,P035,P026,air,air,airport_transfer -> air -> airport_transfer,873.28,873.28,0.0,4.583,raw_cost_kept,air_public_schedule_seed,False
Q2L003277,P035,P026,air,air,airport_transfer -> air -> airport_transfer,2440.0,2440.0,0.0,4.5,raw_cost_kept,air_public_schedule_seed,False
Q2L003254,P035,P027,air,air,airport_transfer -> air -> airport_transfer,873.28,873.28,0.0,4.583,raw_cost_kept,air_public_schedule_seed,False
Q2L003278,P035,P027,air,air,airport_transfer -> air -> airport_transfer,2440.0,2440.0,0.0,4.5,raw_cost_kept,air_public_schedule_seed,False
Q2L003255,P035,P028,air,air,airport_transfer -> air -> airport_transfer,873.28,873.28,0.0,4.583,raw_cost_kept,air_public_schedule_seed,False
Q2L003279,P035,P028,air,air,airport_transfer -> air -> airport_transfer,2440.0,2440.0,0.0,4.5,raw_cost_kept,air_public_schedule_seed,False
