plan_id,gateway_policy,generation_method,include_special,covered_spots,target_spots,coverage_complete,missing_spots,duplicate_spots_count,year1_entry_gateway,year1_exit_gateway,year2_entry_gateway,year2_exit_gateway,year1_spots,year2_spots,year1_days,year2_days,max_year_days,year_day_difference,year1_transport_cost,year2_transport_cost,total_intra_transport_cost,total_travel_hours,total_service_hours,red_days,long_transfer_edges,time_window_violations,schedule_soft_feasible,schedule_strict_feasible,year1_route_sequence,year2_route_sequence,year1_spot_id_sequence,year2_spot_id_sequence,year1_mode_hours_mix,year2_mode_hours_mix,proved_optimal,solver_status,cost_calibration_version
Q2V3_045_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,喀什市,乌鲁木齐市,喀什市,阿勒泰市,17,21,16,17,17,1,2179.3,2022.59,4201.89,119.511,130.25,1,13,1,True,False,喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 北庭故城遗址 -> 江布拉克草原 -> 达坂城古镇,香妃园 -> 库车王府 -> 克孜尔石窟 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 天山天池 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城,P024 -> P025 -> P028 -> P027 -> P040 -> P037 -> P039 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P036 -> P035 -> P002,P026 -> P030 -> P031 -> P033 -> P029 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P001 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023,"{""charter_car"": 35.034, ""gateway_access"": 1.825, ""rental_car"": 25.112, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 3.993}","{""charter_car"": 7.072, ""gateway_access"": 1.304, ""rail"": 3.55, ""rental_car"": 34.939, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 4.482}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_035_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,喀什市,吐鲁番市,和田市,阿勒泰市,15,23,13,20,20,7,1773.29,2594.14,4367.43,124.549,130.25,2,11,1,True,False,帕米尔高原白沙湖 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城,和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 江布拉克草原 -> 天山天池 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城,P027 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P004 -> P003 -> P013 -> P011 -> P012 -> P005 -> P006,P037 -> P039 -> P040 -> P028 -> P025 -> P024 -> P026 -> P030 -> P031 -> P033 -> P029 -> P034 -> P032 -> P002 -> P035 -> P001 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023,"{""charter_car"": 30.606, ""gateway_access"": 4.849, ""rental_car"": 13.893, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 3.351}","{""charter_car"": 13.813, ""gateway_access"": 1.449, ""rail"": 3.55, ""rental_car"": 47.93, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 2.908}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_053_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,伊宁市(伊犁),和田市,那拉提镇,阿勒泰市,20,18,18,14,18,4,2963.2,1462.57,4425.77,109.965,130.25,1,8,1,True,False,果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊,那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 博斯腾湖 -> 罗布人村寨 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 世界魔鬼城 -> 禾木村 -> 喀纳斯湖 -> 五彩滩,P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P020 -> P021 -> P036 -> P001 -> P035 -> P002 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039,P009 -> P033 -> P029 -> P030 -> P031 -> P032 -> P034 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P023 -> P019 -> P018 -> P022,"{""air"": 4.583, ""charter_car"": 24.054, ""gateway_access"": 1.1, ""rental_car"": 37.629, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 3.405}","{""charter_car"": 13.487, ""gateway_access"": 4.072, ""rail"": 3.55, ""rental_car"": 11.065, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 4.82}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_065_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,吐鲁番市,喀什市,库车市,那拉提镇,21,17,20,15,20,5,2891.55,1742.53,4634.08,131.214,130.25,3,12,1,True,False,苏公塔 -> 吐峪沟麻扎村 -> 高昌故城 -> 葡萄沟 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 果子沟大桥 -> 喀拉峻大草原 -> 夏塔古道 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园,库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 火焰山 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池 -> 赛里木湖 -> 霍城薰衣草花田 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原,P012 -> P013 -> P011 -> P004 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P017 -> P010 -> P016 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026,P030 -> P031 -> P029 -> P034 -> P032 -> P006 -> P005 -> P003 -> P002 -> P036 -> P035 -> P001 -> P008 -> P014 -> P033 -> P009 -> P015,"{""charter_car"": 47.36, ""gateway_access"": 1.444, ""rental_car"": 20.972, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 5.341}","{""charter_car"": 13.326, ""gateway_access"": 8.238, ""rail"": 3.55, ""rental_car"": 24.352, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 4.731}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_072_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,17,21,12,19,19,7,1275.25,2752.46,4027.71,111.301,130.25,1,12,0,True,True,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 天山天池,赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖,P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P001,P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P034 -> P032,"{""gateway_access"": 2.369, ""rental_car"": 25.325, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 5.898}","{""charter_car"": 29.161, ""gateway_access"": 10.871, ""rail"": 3.55, ""rental_car"": 28.125, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 3.802}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_054_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,12,20,20,8,1251.43,2924.58,4176.01,117.237,130.25,1,12,0,True,True,天山天池 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 坎儿井民俗园 -> 交河故城 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城,葡萄沟 -> 苏公塔 -> 博斯腾湖 -> 罗布人村寨 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖,P001 -> P013 -> P011 -> P003 -> P005 -> P006 -> P002 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023,P004 -> P012 -> P032 -> P034 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P029 -> P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008,"{""gateway_access"": 5.828, ""rail"": 2.433, ""rental_car"": 22.52, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 3.933}","{""charter_car"": 35.582, ""gateway_access"": 8.298, ""rental_car"": 31.929, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 4.514}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_011_ROOTED_URUMQI,rooted_urumqi,region_aware_cost_seed,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,16,22,17,16,17,1,1810.15,2417.79,4227.94,119.393,130.25,1,13,0,True,True,巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 天山天池,达坂城古镇 -> 江布拉克草原 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 罗布人村寨 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 天山神秘大峡谷 -> 博斯腾湖,P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P001,P002 -> P035 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P034 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P029 -> P032,"{""charter_car"": 13.548, ""gateway_access"": 7.129, ""rental_car"": 32.094, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 1.455}","{""charter_car"": 29.084, ""gateway_access"": 6.372, ""rail"": 5.983, ""rental_car"": 16.958, ""taxi_transfer"": 5.87}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_062_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,13,20,20,7,2193.26,2036.1,4229.36,118.412,130.25,1,14,0,True,True,巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 天山天池,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 葡萄沟 -> 苏公塔 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原,P033 -> P029 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P034 -> P032 -> P001,P002 -> P006 -> P005 -> P004 -> P012 -> P003 -> P011 -> P013 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009,"{""charter_car"": 22.693, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 16.083, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 3.802}","{""charter_car"": 6.468, ""gateway_access"": 8.742, ""rental_car"": 41.724, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 6.021}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_005_ROOTED_URUMQI,rooted_urumqi,early_graph_baseline,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,16,22,17,16,17,1,1860.58,2378.88,4239.46,120.987,130.25,1,14,0,True,True,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原,达坂城古镇 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 博斯腾湖 -> 罗布人村寨 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原,P001 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009,P002 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P032 -> P034 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P029 -> P033,"{""charter_car"": 6.468, ""gateway_access"": 8.376, ""rental_car"": 39.874, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 2.137}","{""charter_car"": 29.084, ""gateway_access"": 7.375, ""rental_car"": 19.603, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 5.87}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_074_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,20,18,14,19,19,5,2292.92,1966.39,4259.31,122.304,130.25,2,12,0,True,True,博斯腾湖 -> 库车王府 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 罗布人村寨 -> 高昌故城 -> 吐峪沟麻扎村 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城,达坂城古镇 -> 江布拉克草原 -> 天山天池 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原,P032 -> P030 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P031 -> P029 -> P034 -> P011 -> P013 -> P003 -> P004 -> P012 -> P005 -> P006,P002 -> P035 -> P001 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033,"{""charter_car"": 29.168, ""gateway_access"": 7.376, ""rail"": 3.55, ""rental_car"": 13.94, ""taxi_transfer"": 4.591}","{""charter_car"": 6.468, ""gateway_access"": 7.375, ""rental_car"": 48.078, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 0.858}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_001_ROOTED_URUMQI,rooted_urumqi,amap_selfdrive_baseline,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,15,23,16,16,16,0,1822.06,2442.11,4264.17,119.2,130.25,1,12,1,True,False,天山天池 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原,达坂城古镇 -> 江布拉克草原 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 巴音布鲁克草原,P001 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009,P002 -> P035 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P032 -> P034 -> P037 -> P039 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P031 -> P029 -> P033,"{""charter_car"": 6.468, ""gateway_access"": 8.376, ""rental_car"": 38.674, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 0.858}","{""charter_car"": 25.565, ""gateway_access"": 7.375, ""rail"": 2.433, ""rental_car"": 21.482, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 5.769}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_068_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,14,24,16,15,16,1,1771.43,2512.37,4283.8,104.215,130.25,1,9,0,True,True,巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,达坂城古镇 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 博斯腾湖 -> 罗布人村寨 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,P002 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039 -> P030 -> P031 -> P029 -> P032 -> P034 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P036 -> P035 -> P001,"{""charter_car"": 13.548, ""gateway_access"": 11.844, ""rental_car"": 25.104, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 1.455}","{""air"": 4.583, ""charter_car"": 14.962, ""gateway_access"": 2.369, ""rail"": 3.55, ""rental_car"": 17.497, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 7.103}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_040_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,21,17,19,15,19,4,2024.63,2323.0,4347.63,123.358,130.25,1,14,0,True,True,交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原,巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 葡萄沟 -> 达坂城古镇 -> 天山天池,P006 -> P005 -> P012 -> P003 -> P011 -> P013 -> P035 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009,P033 -> P029 -> P031 -> P026 -> P028 -> P027 -> P040 -> P025 -> P024 -> P037 -> P039 -> P030 -> P034 -> P032 -> P004 -> P002 -> P001,"{""charter_car"": 6.468, ""gateway_access"": 9.933, ""rental_car"": 41.724, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 4.133}","{""charter_car"": 15.955, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 28.751, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 3.515}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_082_ROOTED_URUMQI,rooted_urumqi,random_region_restart,False,38,38,True,,0,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,乌鲁木齐市,16,22,14,19,19,5,2357.26,2001.86,4359.12,121.434,130.25,1,12,0,True,True,博斯腾湖 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺 -> 喀什古城 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 天山神秘大峡谷 -> 罗布人村寨 -> 高昌故城 -> 达坂城古镇 -> 天山天池,巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 吐峪沟麻扎村 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城,P032 -> P031 -> P026 -> P025 -> P024 -> P028 -> P027 -> P040 -> P037 -> P039 -> P030 -> P029 -> P034 -> P011 -> P002 -> P001,P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P035 -> P013 -> P003 -> P004 -> P012 -> P005 -> P006,"{""charter_car"": 35.317, ""gateway_access"": 5.879, ""rail"": 3.55, ""rental_car"": 12.879, ""taxi_transfer"": 3.622}","{""charter_car"": 13.548, ""gateway_access"": 8.626, ""rail"": 2.433, ""rental_car"": 30.144, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 4.536}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
